	AUROC	AUPRC
0	0.7372308000000001	0.24811420000000003
1	0.8412384	0.3090252
2	0.8594224	0.3106558
3	0.6460294	0.09460039999999999
4	0.9323446	0.3797156
5	0.8725004000000001	0.24687579999999998
6	0.8972572	0.3303972
7	0.8275826	0.224964
8	0.8508382	0.3257132
9	0.8204396	0.31380759999999996
10	0.7582838000000001	0.2850072
11	0.7484658000000001	0.1466682
12	0.8729798000000001	0.3443276
13	0.8280128000000001	0.24601220000000004
14	0.8280128000000001	0.24601220000000004
15	0.752892	0.21933979999999997
16	0.9142524	0.62332
17	0.8589747999999999	0.3084014
18	0.8128986	0.2992876
19	0.8424752000000001	0.252936
20	0.8514103999999999	0.1504412
21	0.9285032	0.4205938
22	0.7844964	0.2727848
23	0.7937512	0.30988740000000004
24	0.7484586	0.18879520000000002
25	0.7037854	0.2097728
26	0.8904242	0.3367332
27	0.9381992	0.372165
28	0.998975	0.5873596
29	0.84488	0.3062264
30	0.9343468	0.28392459999999997
31	0.9005774	0.10911839999999999
32	0.8593649999999999	0.090223
33	0.998975	0.5873596
34	0.972029	0.49971859999999996
35	0.7647206	0.2389712
36	0.6629454	0.0819324
37	0.5977346	0.1233226
38	0.7778758000000001	0.1276264
39	0.858353	0.1759474
40	0.7255076	0.2382278
41	0.690238	0.178597
42	0.6785812	0.1634128
43	0.6237661999999999	0.142131
44	0.7858004	0.2892214
45	0.8968754000000001	0.22690439999999998
46	0.861712	0.23207519999999998
47	0.8977658000000002	0.3129
48	0.8634552	0.2736834
49	0.7527318000000001	0.22435239999999998
50	0.6352682	0.1617826
51	0.7929801999999999	0.22102159999999998
52	0.7937422	0.1227328
53	0.8479988000000002	0.6093528
54	0.9138441999999999	0.4402884
55	0.7260786	0.30925779999999997
56	0.8285355999999999	0.2250252
57	0.6896876000000001	0.2179362
58	0.7692856	0.267439
59	0.899206	0.7310582
60	0.8464905999999999	0.6017068
61	0.7787358	0.3689438
62	0.9543298000000001	0.401077
63	0.8454578000000001	0.1669816
64	0.9142524	0.62332
65	0.8986554	0.6259286000000001
66	0.8601892	0.33351620000000004
67	0.842282	0.06358340000000001
68	0.8264252000000001	0.296935
69	0.7333645999999999	0.12236680000000001
70	0.76613	0.21401520000000002
71	0.8254908000000001	0.2285064
72	0.8406178	0.1293766
73	0.6683899999999999	0.1987932
74	0.9354030000000001	0.3898632
75	0.9458284	0.461451
76	0.8921684000000001	0.2186588
77	0.736085	0.2780356
78	0.710512	0.2089364
79	0.7169254	0.17739520000000003
80	0.7201528	0.25793879999999997
81	0.708286	0.226867
82	0.8421371999999999	0.1116728
83	0.8956154000000001	0.3233926
84	0.8207286	0.324425
85	0.6100441999999999	0.11631880000000001
86	0.9100872	0.07971160000000001
87	0.8532804	0.1542974
88	0.6740404000000001	0.265404
89	0.7645236	0.3004812
90	0.8638915999999999	0.47156980000000004
91	0.9991742	0.755426
92	0.9378218	0.36412659999999997
93	0.9132034	0.44573140000000006
94	0.682888	0.15701379999999998
95	0.8621448	0.3943534
96	0.8416034	0.201104
97	0.9120613999999999	0.42725340000000006
98	0.6098342	0.13800779999999999
99	0.667826	0.19877579999999997
100	0.7196576	0.222715
101	0.7115884	0.205413
102	0.6764154	0.12892060000000002
103	0.6949086	0.1265866
104	0.9472524	0.5047272
105	0.865352	0.274002
106	0.81916	0.077877
107	0.8546041999999999	0.3398908
108	0.7159042	0.349612
109	0.9434405999999999	0.29960820000000005
110	0.6832818	0.2327254
111	0.8079675999999999	0.231323
112	0.6720704000000001	0.1704636
113	0.6513251999999999	0.2402946
114	0.7915124	0.1485214
115	0.745096	0.2546886
116	0.9644853999999999	0.5374121999999999
117	0.8472764000000002	0.37508159999999996
118	0.8291712	0.4551746
119	0.8969351999999999	0.5111262
120	0.9103861999999999	0.46344840000000004
121	0.8986554	0.6259286000000001
122	0.7587056	0.28324520000000003
123	0.8006036	0.2773534
124	0.7929801999999999	0.22102159999999998
125	0.7717470000000001	0.10905419999999999
126	0.7507058000000001	0.24466999999999997
127	0.7453531999999999	0.24186279999999996
128	0.7195668000000001	0.1779714
129	0.6602026	0.1443692
130	0.5307388000000001	0.0350226
131	0.894623	0.41426599999999997
132	0.6958352	0.2035586
133	0.7548182	0.4411242
134	0.7527858000000001	0.311817
135	0.8709056000000001	0.3406034
136	0.7933276	0.149697
137	0.730595	0.2047194
138	0.902885	0.29208779999999995
139	0.8015408	0.1327872
140	0.8196979999999999	0.3144302
141	0.7876702	0.27672859999999994
142	0.894302	0.35804980000000003
143	0.7907196	0.0443348
144	0.7565584	0.1441608
145	0.6155868	0.004206399999999999
146	0.81798	0.34438759999999996
147	0.9530105999999999	0.3208738
148	0.8619744	0.15833060000000002
149	0.7893640000000001	0.2764302
150	0.8318534	0.20988739999999997
151	0.8000619999999999	0.24881979999999998
152	0.8877684000000001	0.4385122
153	0.8377964	0.2703072
154	0.775416	0.1596766
155	0.960608	0.1309802
156	0.8925234000000001	0.2289188
157	0.7339026	0.20374979999999998
158	0.8049208000000001	0.0798004
159	0.8847088	0.29415820000000004
160	0.744106	0.2341098
161	0.727038	0.273393
162	0.6184708000000001	0.08852739999999999
163	0.5327588000000001	0.21117640000000001
164	0.8695347999999999	0.25236020000000003
165	0.8695347999999999	0.25236020000000003
166	0.961709	0.343972
167	0.9997882	0.8157951999999999
168	0.7698096	0.200882
169	0.796538	0.2190012
170	0.7315252	0.1985686
171	0.7718124	0.2227212
172	0.6941126	0.1472394
173	0.798899	0.07781539999999999
174	0.8111835999999999	0.40919479999999997
175	0.7086666	0.17929260000000002
176	0.785196	0.23538699999999999
177	0.8118514	0.25509560000000003
178	0.9649144000000001	0.5947832
179	0.6674088	0.1450308
180	0.894302	0.35804980000000003
181	0.894302	0.35804980000000003
182	0.894302	0.35804980000000003
183	0.894302	0.35804980000000003
184	0.811887	0.3043848
185	0.7982640000000001	0.146932
186	0.9056548000000001	0.2139466
187	0.9056548000000001	0.2139466
188	0.8437158000000001	0.0819732
189	0.9135106	0.371777
190	0.7820425999999999	0.3143272
191	0.8341118000000001	0.2985098
192	0.8389504000000001	0.0456052
193	0.8673415999999999	0.2953894
194	0.8533876	0.34225
195	0.6691974	0.054384800000000004
196	0.9352600000000001	0.3878136
197	0.82645	0.0659568
198	0.8619548	0.2944788
199	0.7787184	0.0614812
200	0.9123562	0.6376494
201	0.7225108	0.207521
202	0.9162644	0.724064
203	0.7336274	0.1688302
204	0.7867036000000001	0.243171
205	0.8381004000000001	0.4374928
206	0.6613526	0.2192444
207	0.7158772	0.2250922
208	0.5451186	0.07253480000000001
209	0.6220984	0.0815244
210	0.42622340000000003	0.009864399999999999
211	0.3983292	0.011968600000000001
212	0.774571	0.0711486
213	0.6967312	0.061512199999999996
214	0.6867732	0.1136464
215	0.681315	0.06639099999999999
216	0.7482694000000001	0.2763768
217	0.848626	0.3866948
218	0.8617261999999999	0.10294560000000001
219	0.8660770000000001	0.1660958
220	0.8081244000000001	0.3548098
221	0.6898724	0.1776234
222	0.8046098	0.5483978
223	0.7066118	0.21880940000000001
224	0.8956154000000001	0.3233926
225	0.8771591999999999	0.39940159999999997
226	0.7123618	0.0593126
227	0.6228554000000001	0.0059376
228	0.6868171999999999	0.3499526
229	0.6950886	0.1626644
230	0.752249	0.19297720000000002
231	0.5107144	0.0587004
232	0.8759771999999999	0.19877979999999998
233	0.894302	0.35804980000000003
234	0.6717626	0.0824468
