	AUROC	AUPRC
0	0.7285738	0.24263560000000003
1	0.7006041999999999	0.2006426
2	0.5330050000000001	0.0677416
3	0.5673014000000001	0.0462728
4	0.7767689999999999	0.3276382
5	0.6245762	0.08946280000000001
6	0.5665714	0.101333
7	0.5327084	0.008898399999999999
8	0.737102	0.24490100000000004
9	0.7390854	0.23389000000000001
10	0.7354345999999999	0.2556584
11	0.6388366	0.0845472
12	0.6785314	0.18300940000000002
13	0.5830685999999999	0.1233126
14	0.5830685999999999	0.1233126
15	0.7749424	0.24752979999999997
16	0.683016	0.2531424
17	0.6979844000000001	0.2100618
18	0.687217	0.2040632
19	0.6837045999999999	0.191172
20	0.6730268	0.18347739999999998
21	0.5666668	0.1348888
22	0.7152078000000001	0.21963520000000003
23	0.6663384	0.15583339999999998
24	0.6384715999999999	0.07351160000000001
25	0.49984120000000004	0.0007599999999999999
26	0.6943564	0.28424440000000006
27	0.7133904000000001	0.2807872
28	0.6165712	0.21013420000000002
29	0.4999045999999999	0.0008878
30	0.7254518	0.22621820000000004
31	0.6186474000000001	0.0565144
32	0.49980920000000006	0.0008232000000000001
33	0.6165712	0.21013420000000002
34	0.633209	0.23555279999999998
35	0.652147	0.1706694
36	0.6200682	0.0781196
37	0.518538	0.0214848
38	0.6668662	0.1261066
39	0.499015	0.0008806
40	0.6757618000000001	0.16932439999999999
41	0.6713222	0.1512058
42	0.672774	0.1735264
43	0.6081131999999999	0.028852
44	0.5574882	0.0138934
45	0.5995974000000001	0.0710284
46	0.7081374	0.34926599999999997
47	0.6832168000000001	0.30135619999999996
48	0.7799928	0.20660079999999997
49	0.710543	0.23644539999999997
50	0.6849524	0.185843
51	0.499619	0.0006946000000000001
52	0.598951	0.08077639999999998
53	0.6997298000000001	0.15551700000000002
54	0.5663914000000001	0.0404798
55	0.663203	0.198676
56	0.7327404000000001	0.1695506
57	0.7008214	0.2026756
58	0.6780225999999999	0.0585486
59	0.7833334	0.5679652
60	0.65	0.300671
61	0.7649471999999999	0.29777159999999997
62	0.713522	0.2394094
63	0.6498728	0.3006328
64	0.683016	0.2531424
65	0.5499046	0.05083680000000001
66	0.68278	0.2205938
67	0.5494124	0.0160836
68	0.6702402	0.1285008
69	0.5828276	0.08453739999999998
70	0.679988	0.172329
71	0.7069426	0.17233420000000002
72	0.5665608	0.1346192
73	0.6391576	0.167229
74	0.6795866	0.259969
75	0.5999682	0.1773372
76	0.6663806	0.2363498
77	0.6439894	0.1388542
78	0.6960914	0.08322180000000001
79	0.689624	0.1351332
80	0.6825326	0.19445179999999998
81	0.549714	0.0508356
82	0.532772	0.0112266
83	0.6995764	0.224965
84	0.6831108	0.20917080000000002
85	0.6356350000000001	0.0747312
86	0.5980036	0.0469094
87	0.5692735999999999	0.055297400000000003
88	0.6330688	0.1286204
89	0.7042586	0.2572428
90	0.732878	0.3695696
91	0.8499681999999998	0.6342032
92	0.5748171999999999	0.1268172
93	0.5998306	0.1220756
94	0.6840172	0.1583086
95	0.6333015999999999	0.23481
96	0.7545208000000001	0.11555639999999999
97	0.7245312	0.31922979999999995
98	0.6550206000000001	0.1375668
99	0.6840168000000001	0.1556204
100	0.7029645999999999	0.1918484
101	0.7032126	0.163976
102	0.6520328000000001	0.1603756
103	0.7138704	0.223323
104	0.6663386	0.2650672
105	0.6745392	0.24065279999999997
106	0.6244149999999999	0.0945472
107	0.7491081999999999	0.29211659999999995
108	0.633042	0.21746639999999998
109	0.5914362	0.14476
110	0.6826448	0.23985900000000002
111	0.76637	0.401928
112	0.6996081999999999	0.31324840000000004
113	0.7584462	0.2835152
