class, time
GO:0015031,12.746
GO:0031325,11.937
GO:0045176,9.93600000000001
GO:1901565,9.101
GO:0009792,10.279
GO:1901046,9.91199999999999
GO:1903507,8.65599999999999
GO:0048814,9.255
GO:0048489,10.821
GO:0006508,13.349
