class, time
GO:0015031,62.314
GO:0031325,87.333
GO:0045176,32.277
GO:1901565,58.771
GO:0009792,79.153
GO:1901046,41.465
GO:1903507,66.14
GO:0048814,24.635
GO:0048489,39.346
GO:0006508,61.873
