algo,time,class,num_pos
svmLinear,3050.625,GO:0015031,44
svmLinear,4717.364,GO:0031325,216
svmLinear,2304.009,GO:0045176,10
svmLinear,2643.761,GO:1901565,48
svmLinear,5147.7,GO:0009792,278
svmLinear,1477.484,GO:1901046,26
svmLinear,1956.48,GO:1903507,71
svmLinear,1433.702,GO:0048814,10
svmLinear,1530.636,GO:0048489,19
svmLinear,1770.941,GO:0006508,53
