adaboost	C5.0	glmnet	kknn	lda	LogitBoost	mlp	naive_bayes	ranger	svmLinear2	treebag	xgbLinear
0.0	0.0	0.6738088656	0.0231936247	0.0307776063	0.0	0.0	0.0	9.648e-07	0.0	0.0	0.0
