ontology,class,algorithm,selection_type,auroc,auprc,time_sec
BP,GO:0006323,C5.0,FS,0.5,0.0006,97.594
BP,GO:0006325,C5.0,FS,0.5493,0.057,109.19
BP,GO:0006351,C5.0,FS,0.5,0.0009,101.384
BP,GO:0006355,C5.0,FS,0.6686,0.1598,131.359
BP,GO:0006357,C5.0,FS,0.6205,0.1255,96.083
BP,GO:0006366,C5.0,FS,0.5,0.0007,93.976
BP,GO:0006396,C5.0,FS,0.5705,0.1621,95.29
BP,GO:0006401,C5.0,FS,0.5835,0.1685,109.263
BP,GO:0006402,C5.0,FS,0.6503,0.2767,104.368
BP,GO:0006412,C5.0,FS,0.5,0.0008,108.715
BP,GO:0006417,C5.0,FS,0.5663,0.0319,109.009
BP,GO:0006461,C5.0,FS,0.5606,0.0418,102.427
BP,GO:0006464,C5.0,FS,0.5754,0.0914,97.896
BP,GO:0006468,C5.0,FS,0.6539,0.1343,94.108
BP,GO:0006469,C5.0,FS,0.5,0.0007,94.321
BP,GO:0006470,C5.0,FS,0.5,0.0008,109.364
BP,GO:0006479,C5.0,FS,0.5,0.001,101.653
BP,GO:0006486,C5.0,FS,0.5744,0.051,105.24
BP,GO:0006508,C5.0,FS,0.5177,0.0211,107.233
BP,GO:0006511,C5.0,FS,0.5,0.001,97.328
BP,GO:0006518,C5.0,FS,0.4997,0.0013,98.045
BP,GO:0006520,C5.0,FS,0.5,0.0008,115.963
BP,GO:0006629,C5.0,FS,0.5688,0.0759,89.832
BP,GO:0006631,C5.0,FS,0.5,0.001,92.894
BP,GO:0006633,C5.0,FS,0.5,0.0006,87.63
BP,GO:0006644,C5.0,FS,0.4999,0.0011,86.564
BP,GO:0006650,C5.0,FS,0.55,0.101,86.58
BP,GO:0006725,C5.0,FS,0.6053,0.1015,89.285
BP,GO:0006732,C5.0,FS,0.5,0.0009,85.546
BP,GO:0006753,C5.0,FS,0.5494,0.0351,100.226
BP,GO:0006790,C5.0,FS,0.4996,0.0011,90.834
BP,GO:0006793,C5.0,FS,0.5837,0.0708,90.546
BP,GO:0006796,C5.0,FS,0.6031,0.1163,100.831
BP,GO:0006807,C5.0,FS,0.6241,0.1323,98.114
BP,GO:0006810,C5.0,FS,0.6017,0.1153,97.424
BP,GO:0006811,C5.0,FS,0.6045,0.1485,94.31
BP,GO:0006812,C5.0,FS,0.591,0.1171,90.066
BP,GO:0006813,C5.0,FS,0.5,0.0007,91.213
BP,GO:0006816,C5.0,FS,0.5002,0.0013,112.376
BP,GO:0006820,C5.0,FS,0.5239,0.0515,95.558
BP,GO:0006836,C5.0,FS,0.5244,0.0062,96.921
BP,GO:0006839,C5.0,FS,0.5,0.0008,100.197
BP,GO:0006869,C5.0,FS,0.6496,0.1115,106.561
BP,GO:0006873,C5.0,FS,0.5755,0.1266,115.099
BP,GO:0006874,C5.0,FS,0.5,0.0009,104.67
BP,GO:0006875,C5.0,FS,0.6001,0.2009,90.192
BP,GO:0006886,C5.0,FS,0.5333,0.1467,104.462
BP,GO:0006887,C5.0,FS,0.5,0.001,88.005
BP,GO:0006897,C5.0,FS,0.7242,0.325,96.346
BP,GO:0006898,C5.0,FS,0.5,0.0008,99.146
BP,GO:0006911,C5.0,FS,0.5,0.001,91.561
BP,GO:0006914,C5.0,FS,0.5416,0.1377,90.877
BP,GO:0006915,C5.0,FS,0.5911,0.2021,95.304
BP,GO:0006928,C5.0,FS,0.6202,0.2011,91.864
BP,GO:0006935,C5.0,FS,0.7745,0.224,90.234
BP,GO:0006936,C5.0,FS,0.5,0.0007,86.672
BP,GO:0006937,C5.0,FS,0.5677,0.1143,90.247
BP,GO:0006950,C5.0,FS,0.6387,0.1845,94.27
BP,GO:0006952,C5.0,FS,0.5758,0.118,97.023
BP,GO:0006955,C5.0,FS,0.555,0.0294,88.271
BP,GO:0006970,C5.0,FS,0.5369,0.0164,89.419
BP,GO:0006972,C5.0,FS,0.5,0.0017,87.114
BP,GO:0006974,C5.0,FS,0.6986,0.2401,88.676
BP,GO:0006979,C5.0,FS,0.6275,0.0725,96.954
BP,GO:0006986,C5.0,FS,0.5,0.0008,104.982
BP,GO:0006996,C5.0,FS,0.6695,0.2089,94.502
BP,GO:0006997,C5.0,FS,0.7833,0.5679,89.634
BP,GO:0006998,C5.0,FS,0.5,0.0007,89.095
BP,GO:0007005,C5.0,FS,0.6488,0.2009,86.04
BP,GO:0007010,C5.0,FS,0.7028,0.1656,89.588
BP,GO:0007015,C5.0,FS,0.5742,0.0613,108.643
BP,GO:0007017,C5.0,FS,0.6928,0.2439,112.333
BP,GO:0007018,C5.0,FS,0.5941,0.1387,98.858
BP,GO:0007033,C5.0,FS,0.4998,0.0013,96.334
BP,GO:0007040,C5.0,FS,0.5,0.0011,87.048
BP,GO:0007044,C5.0,FS,0.5,0.0008,86.385
BP,GO:0007049,C5.0,FS,0.6412,0.1899,94.362
BP,GO:0007051,C5.0,FS,0.6824,0.2115,109.306
BP,GO:0007052,C5.0,FS,0.5,0.0007,88.613
BP,GO:0007059,C5.0,FS,0.5476,0.055,89.877
BP,GO:0007088,C5.0,FS,0.6403,0.073,91.439
BP,GO:0007097,C5.0,FS,0.575,0.0431,97.76
BP,GO:0007154,C5.0,FS,0.5866,0.0699,100.234
BP,GO:0007155,C5.0,FS,0.4997,0.001,95.207
BP,GO:0007163,C5.0,FS,0.5163,0.0057,98.806
BP,GO:0007165,C5.0,FS,0.664,0.159,102.5
BP,GO:0007166,C5.0,FS,0.698,0.1757,92.454
BP,GO:0007167,C5.0,FS,0.6192,0.066,114.524
BP,GO:0007169,C5.0,FS,0.4997,0.0015,89.608
BP,GO:0007178,C5.0,FS,0.4997,0.0343,98.671
BP,GO:0007179,C5.0,FS,0.4997,0.0343,101.622
BP,GO:0007186,C5.0,FS,0.5981,0.1016,94.675
BP,GO:0007212,C5.0,FS,0.5,0.0007,88.375
BP,GO:0007218,C5.0,FS,0.6496,0.2595,94.825
BP,GO:0007264,C5.0,FS,0.5,0.0006,85.491
BP,GO:0007267,C5.0,FS,0.6384,0.1614,86.848
BP,GO:0007268,C5.0,FS,0.6363,0.1191,85.132
BP,GO:0007271,C5.0,FS,0.5494,0.0239,85.381
BP,GO:0007275,C5.0,FS,0.6859,0.1904,91.707
BP,GO:0007276,C5.0,FS,0.5158,0.0109,86.437
BP,GO:0007281,C5.0,FS,0.5687,0.0782,87.006
BP,GO:0007283,C5.0,FS,0.4998,0.0019,85.381
BP,GO:0007286,C5.0,FS,0.5,0.0008,88.533
BP,GO:0007292,C5.0,FS,0.4998,0.0014,87.589
BP,GO:0007346,C5.0,FS,0.5551,0.0186,88.742
BP,GO:0007368,C5.0,FS,0.5,0.0008,91.106
BP,GO:0007369,C5.0,FS,0.5744,0.0423,88.345
BP,GO:0007389,C5.0,FS,0.6189,0.215,88.455
BP,GO:0007411,C5.0,FS,0.6854,0.2635,88.183
BP,GO:0007501,C5.0,FS,0.5,0.0008,85.029
BP,GO:0007517,C5.0,FS,0.516,0.0071,85.691
BP,GO:0007530,C5.0,FS,0.741,0.3396,89.478
BP,GO:0007549,C5.0,FS,0.5,0.0007,85.904
BP,GO:0007588,C5.0,FS,0.5451,0.0329,86.291
BP,GO:0007600,C5.0,FS,0.6243,0.2478,87.413
BP,GO:0007606,C5.0,FS,0.5406,0.0399,84.928
BP,GO:0007610,C5.0,FS,0.6154,0.1554,91.778
BP,GO:0007611,C5.0,FS,0.5778,0.0547,93.665
BP,GO:0007612,C5.0,FS,0.5244,0.0307,85.814
BP,GO:0007613,C5.0,FS,0.5,0.0011,84.58
BP,GO:0007614,C5.0,FS,0.5,0.001,85.869
BP,GO:0007617,C5.0,FS,0.4997,0.0015,93.476
BP,GO:0007626,C5.0,FS,0.5124,0.0082,85.564
BP,GO:0007631,C5.0,FS,0.528,0.0318,86.362
BP,GO:0007635,C5.0,FS,0.717,0.2101,86.319
BP,GO:0007638,C5.0,FS,0.6743,0.2427,85.522
BP,GO:0008037,C5.0,FS,0.4994,0.0014,84.804
BP,GO:0008038,C5.0,FS,0.5498,0.0236,93.7
BP,GO:0008045,C5.0,FS,0.5993,0.1374,84.908
BP,GO:0008104,C5.0,FS,0.5829,0.1113,87.815
BP,GO:0008150,C5.0,FS,0.7396,0.491,95.712
BP,GO:0008152,C5.0,FS,0.6192,0.1546,89.446
BP,GO:0008213,C5.0,FS,0.5,0.001,83.158
BP,GO:0008219,C5.0,FS,0.615,0.2113,84.051
BP,GO:0008284,C5.0,FS,0.5,0.0008,82.597
BP,GO:0008286,C5.0,FS,0.5,0.0006,83.01
BP,GO:0008306,C5.0,FS,0.615,0.124,83.454
BP,GO:0008340,C5.0,FS,0.6489,0.1245,88.188
BP,GO:0008355,C5.0,FS,0.4994,0.0015,83.601
BP,GO:0008356,C5.0,FS,0.5422,0.0858,83.784
BP,GO:0008361,C5.0,FS,0.5,0.0009,83.445
BP,GO:0008406,C5.0,FS,0.5615,0.0381,85.814
BP,GO:0008582,C5.0,FS,0.625,0.3182,84.071
BP,GO:0008593,C5.0,FS,0.4998,0.001,83.811
BP,GO:0008595,C5.0,FS,0.5,0.0009,83.493
BP,GO:0008610,C5.0,FS,0.6493,0.2322,83.464
BP,GO:0008630,C5.0,FS,0.5,0.0008,83.556
BP,GO:0008654,C5.0,FS,0.5,0.0008,83.065
BP,GO:0009056,C5.0,FS,0.5638,0.0668,86.505
BP,GO:0009057,C5.0,FS,0.5639,0.0636,86.152
BP,GO:0009058,C5.0,FS,0.5692,0.1201,87.273
BP,GO:0009059,C5.0,FS,0.5413,0.077,84.95
BP,GO:0009100,C5.0,FS,0.5,0.0008,83.386
BP,GO:0009108,C5.0,FS,0.5,0.0007,83.045
BP,GO:0009116,C5.0,FS,0.5,0.0007,83.043
BP,GO:0009117,C5.0,FS,0.5494,0.0351,84.063
BP,GO:0009119,C5.0,FS,0.5,0.0007,83.106
BP,GO:0009123,C5.0,FS,0.5,0.0007,82.727
BP,GO:0009150,C5.0,FS,0.4993,0.0011,83.614
BP,GO:0009161,C5.0,FS,0.5,0.0006,83.588
BP,GO:0009165,C5.0,FS,0.5,0.0008,83.718
BP,GO:0009259,C5.0,FS,0.5244,0.0139,83.344
BP,GO:0009260,C5.0,FS,0.5,0.0007,83.188
BP,GO:0009266,C5.0,FS,0.5167,0.0483,84.938
BP,GO:0009268,C5.0,FS,0.5,0.0007,83.033
BP,GO:0009314,C5.0,FS,0.5518,0.0794,83.583
BP,GO:0009408,C5.0,FS,0.578,0.1198,85.354
BP,GO:0009411,C5.0,FS,0.5,0.0014,83.525
BP,GO:0009416,C5.0,FS,0.5497,0.1308,83.916
BP,GO:0009581,C5.0,FS,0.6497,0.3025,84.339
BP,GO:0009582,C5.0,FS,0.6497,0.3025,84.392
BP,GO:0009593,C5.0,FS,0.5,0.0009,83.604
BP,GO:0009605,C5.0,FS,0.6246,0.1673,86.679
BP,GO:0009607,C5.0,FS,0.6208,0.1398,85.87
BP,GO:0009611,C5.0,FS,0.5499,0.021,84.143
BP,GO:0009612,C5.0,FS,0.7752,0.5766,83.818
BP,GO:0009617,C5.0,FS,0.5982,0.1241,85.683
BP,GO:0009620,C5.0,FS,0.6326,0.1745,83.923
BP,GO:0009628,C5.0,FS,0.5986,0.1526,86.858
BP,GO:0009636,C5.0,FS,0.5637,0.1085,84.525
BP,GO:0009653,C5.0,FS,0.6737,0.2177,89.135
BP,GO:0009786,C5.0,FS,0.5,0.0008,83.323
BP,GO:0009790,C5.0,FS,0.5504,0.0677,88.198
BP,GO:0009791,C5.0,FS,0.6045,0.1156,89.309
BP,GO:0009792,C5.0,FS,0.5447,0.0616,89.084
BP,GO:0009794,C5.0,FS,0.5,0.0008,83.654
BP,GO:0009798,C5.0,FS,0.6746,0.3014,84.366
BP,GO:0009799,C5.0,FS,0.5,0.0008,83.054
BP,GO:0009855,C5.0,FS,0.5,0.0008,83.333
BP,GO:0009880,C5.0,FS,0.6154,0.1528,84.765
BP,GO:0009886,C5.0,FS,0.5163,0.0188,83.84
BP,GO:0009887,C5.0,FS,0.651,0.2085,86.079
BP,GO:0009888,C5.0,FS,0.4997,0.0011,83.678
BP,GO:0009889,C5.0,FS,0.6369,0.1253,86.697
BP,GO:0009890,C5.0,FS,0.5735,0.0875,86.308
BP,GO:0009891,C5.0,FS,0.6435,0.1535,86.564
BP,GO:0009892,C5.0,FS,0.5596,0.0573,87.648
BP,GO:0009893,C5.0,FS,0.62,0.1101,87.909
BP,GO:0009894,C5.0,FS,0.5123,0.0362,84.262
BP,GO:0009896,C5.0,FS,0.5,0.0015,83.568
BP,GO:0009948,C5.0,FS,0.5004,0.001,84.422
BP,GO:0009949,C5.0,FS,0.5,0.001,83.814
BP,GO:0009952,C5.0,FS,0.5,0.0008,82.6
BP,GO:0009966,C5.0,FS,0.5299,0.0495,87.662
BP,GO:0009967,C5.0,FS,0.524,0.0335,85.352
BP,GO:0009968,C5.0,FS,0.5432,0.0607,86.362
BP,GO:0009987,C5.0,FS,0.7208,0.3674,92.409
BP,GO:0009991,C5.0,FS,0.522,0.0104,84.089
BP,GO:0010033,C5.0,FS,0.5466,0.0609,85.638
BP,GO:0010035,C5.0,FS,0.5639,0.0585,85.527
BP,GO:0010038,C5.0,FS,0.5346,0.0448,84.087
BP,GO:0010171,C5.0,FS,0.5861,0.0838,84.382
BP,GO:0010172,C5.0,FS,0.5987,0.1036,83.126
BP,GO:0010212,C5.0,FS,0.5003,0.0011,83.882
BP,GO:0010243,C5.0,FS,0.4996,0.001,84.0
BP,GO:0010286,C5.0,FS,0.5,0.0006,82.981
BP,GO:0010324,C5.0,FS,0.7744,0.2616,84.043
BP,GO:0010453,C5.0,FS,0.6715,0.1793,84.392
BP,GO:0010455,C5.0,FS,0.5,0.0008,83.265
BP,GO:0010468,C5.0,FS,0.6527,0.1755,88.673
BP,GO:0010470,C5.0,FS,0.757,0.2348,83.613
BP,GO:0010498,C5.0,FS,0.5,0.001,83.818
BP,GO:0010506,C5.0,FS,0.4999,0.001,83.711
BP,GO:0010556,C5.0,FS,0.6491,0.1382,87.158
BP,GO:0010557,C5.0,FS,0.6546,0.1828,86.536
BP,GO:0010558,C5.0,FS,0.5475,0.056,85.756
BP,GO:0010562,C5.0,FS,0.5492,0.0714,85.034
BP,GO:0010563,C5.0,FS,0.5,0.0019,84.284
BP,GO:0010564,C5.0,FS,0.5948,0.094,86.771
BP,GO:0010565,C5.0,FS,0.5,0.0006,82.813
BP,GO:0010604,C5.0,FS,0.636,0.1143,87.467
BP,GO:0010605,C5.0,FS,0.5732,0.1032,88.104
BP,GO:0010608,C5.0,FS,0.6294,0.1561,84.815
BP,GO:0010628,C5.0,FS,0.6379,0.1425,87.26
BP,GO:0010629,C5.0,FS,0.5487,0.0819,87.891
BP,GO:0010638,C5.0,FS,0.5185,0.0415,84.731
BP,GO:0010639,C5.0,FS,0.5244,0.0442,85.182
BP,GO:0010646,C5.0,FS,0.5823,0.0848,88.016
BP,GO:0010647,C5.0,FS,0.5265,0.0334,85.659
BP,GO:0010648,C5.0,FS,0.5237,0.0283,86.043
BP,GO:0010720,C5.0,FS,0.568,0.1048,85.286
BP,GO:0010721,C5.0,FS,0.6069,0.0403,84.232
BP,GO:0010769,C5.0,FS,0.5848,0.0998,85.825
BP,GO:0010770,C5.0,FS,0.4998,0.0015,83.656
BP,GO:0010771,C5.0,FS,0.5,0.0007,83.133
BP,GO:0010817,C5.0,FS,0.5154,0.022,83.609
BP,GO:0010883,C5.0,FS,0.4995,0.0011,83.757
BP,GO:0010927,C5.0,FS,0.5,0.0008,83.695
BP,GO:0010939,C5.0,FS,0.5,0.0008,83.747
BP,GO:0010940,C5.0,FS,0.5,0.0007,82.899
BP,GO:0010941,C5.0,FS,0.5088,0.0429,86.491
BP,GO:0010942,C5.0,FS,0.6088,0.1499,84.058
BP,GO:0010948,C5.0,FS,0.5654,0.0745,84.809
BP,GO:0010965,C5.0,FS,0.5,0.0008,95.385
BP,GO:0010970,C5.0,FS,0.683,0.3341,108.433
BP,GO:0010975,C5.0,FS,0.5965,0.0618,111.793
BP,GO:0010976,C5.0,FS,0.5283,0.0649,108.137
BP,GO:0010977,C5.0,FS,0.5,0.0009,106.652
BP,GO:0012501,C5.0,FS,0.6074,0.1943,109.14
BP,GO:0014056,C5.0,FS,0.5,0.0008,103.418
BP,GO:0014057,C5.0,FS,0.5,0.0007,103.165
BP,GO:0015031,C5.0,FS,0.5996,0.1749,113.985
BP,GO:0015672,C5.0,FS,0.4504,0.001,103.267
BP,GO:0015695,C5.0,FS,0.5,0.0006,114.911
BP,GO:0015696,C5.0,FS,0.5,0.0008,120.546
BP,GO:0015711,C5.0,FS,0.5243,0.0512,111.751
BP,GO:0015833,C5.0,FS,0.6166,0.1982,114.999
BP,GO:0015849,C5.0,FS,0.5,0.0006,103.593
BP,GO:0015850,C5.0,FS,0.5,0.0008,109.457
BP,GO:0015893,C5.0,FS,0.5,0.0008,104.836
BP,GO:0016042,C5.0,FS,0.5,0.0006,115.722
BP,GO:0016043,C5.0,FS,0.6821,0.2399,119.757
BP,GO:0016049,C5.0,FS,0.5493,0.1014,114.357
BP,GO:0016050,C5.0,FS,0.5747,0.0848,101.135
BP,GO:0016053,C5.0,FS,0.6996,0.3585,116.225
BP,GO:0016055,C5.0,FS,0.683,0.2692,120.106
BP,GO:0016070,C5.0,FS,0.5846,0.0968,133.156
BP,GO:0016071,C5.0,FS,0.6462,0.2241,159.252
BP,GO:0016192,C5.0,FS,0.6186,0.1408,154.478
BP,GO:0016197,C5.0,FS,0.6068,0.1247,158.716
BP,GO:0016241,C5.0,FS,0.5,0.0009,99.256
BP,GO:0016246,C5.0,FS,0.6784,0.2932,88.579
BP,GO:0016310,C5.0,FS,0.6815,0.1476,90.182
BP,GO:0016311,C5.0,FS,0.4997,0.0011,88.623
BP,GO:0016331,C5.0,FS,0.5,0.0008,87.984
BP,GO:0016441,C5.0,FS,0.7487,0.2406,90.231
BP,GO:0016458,C5.0,FS,0.7745,0.367,89.911
BP,GO:0016477,C5.0,FS,0.6135,0.188,93.405
BP,GO:0016485,C5.0,FS,0.5,0.001,90.837
BP,GO:0016567,C5.0,FS,0.6659,0.1197,111.851
BP,GO:0016569,C5.0,FS,0.5578,0.0567,89.496
BP,GO:0016570,C5.0,FS,0.5578,0.0567,90.298
BP,GO:0016571,C5.0,FS,0.5,0.0009,89.587
BP,GO:0017015,C5.0,FS,0.699,0.1629,88.213
BP,GO:0017038,C5.0,FS,0.5,0.0008,87.383
BP,GO:0017144,C5.0,FS,0.6088,0.1769,88.108
BP,GO:0017145,C5.0,FS,0.4994,0.0012,87.991
BP,GO:0017148,C5.0,FS,0.5,0.001,87.922
BP,GO:0017156,C5.0,FS,0.5,0.0008,87.981
BP,GO:0018022,C5.0,FS,0.5,0.0008,87.214
BP,GO:0018105,C5.0,FS,0.5167,0.035,88.833
BP,GO:0018107,C5.0,FS,0.5,0.0008,87.093
BP,GO:0018130,C5.0,FS,0.5295,0.0329,90.1
BP,GO:0018193,C5.0,FS,0.5647,0.0399,90.081
BP,GO:0018205,C5.0,FS,0.6327,0.1065,88.091
BP,GO:0018209,C5.0,FS,0.5167,0.035,137.105
BP,GO:0018210,C5.0,FS,0.4999,0.001,133.051
BP,GO:0018991,C5.0,FS,0.5734,0.056,89.136
BP,GO:0018992,C5.0,FS,0.6996,0.3152,131.347
BP,GO:0018996,C5.0,FS,0.8005,0.4997,155.393
BP,GO:0019098,C5.0,FS,0.514,0.0329,169.366
BP,GO:0019216,C5.0,FS,0.4992,0.0011,163.567
BP,GO:0019217,C5.0,FS,0.5,0.0006,150.79
BP,GO:0019219,C5.0,FS,0.6512,0.1601,125.189
BP,GO:0019220,C5.0,FS,0.5449,0.0479,120.069
BP,GO:0019222,C5.0,FS,0.6522,0.1778,116.552
BP,GO:0019438,C5.0,FS,0.5227,0.0324,121.388
BP,GO:0019439,C5.0,FS,0.6198,0.182,117.446
BP,GO:0019538,C5.0,FS,0.591,0.0891,112.544
BP,GO:0019637,C5.0,FS,0.5341,0.0237,117.745
BP,GO:0019693,C5.0,FS,0.5244,0.0139,101.324
BP,GO:0019725,C5.0,FS,0.5372,0.0778,113.076
BP,GO:0019752,C5.0,FS,0.6201,0.1511,113.918
BP,GO:0019915,C5.0,FS,0.5244,0.0069,102.128
BP,GO:0019932,C5.0,FS,0.5,0.0008,115.783
BP,GO:0019941,C5.0,FS,0.5,0.001,117.106
BP,GO:0021700,C5.0,FS,0.4921,0.0849,112.303
BP,GO:0022402,C5.0,FS,0.7478,0.2634,123.766
BP,GO:0022404,C5.0,FS,0.5,0.0008,105.31
BP,GO:0022411,C5.0,FS,0.4997,0.0021,109.117
BP,GO:0022412,C5.0,FS,0.5993,0.073,125.977
BP,GO:0022414,C5.0,FS,0.6789,0.2289,130.279
BP,GO:0022603,C5.0,FS,0.6427,0.1199,122.007
BP,GO:0022604,C5.0,FS,0.5947,0.0917,118.819
BP,GO:0022607,C5.0,FS,0.6031,0.1415,115.801
BP,GO:0022610,C5.0,FS,0.4997,0.001,108.33
BP,GO:0022611,C5.0,FS,0.6074,0.178,118.426
BP,GO:0022618,C5.0,FS,0.4999,0.0011,112.781
BP,GO:0022898,C5.0,FS,0.5,0.0007,104.61
BP,GO:0023014,C5.0,FS,0.6497,0.1842,125.8
BP,GO:0023051,C5.0,FS,0.5823,0.0848,127.017
BP,GO:0023052,C5.0,FS,0.6384,0.1614,124.341
BP,GO:0023056,C5.0,FS,0.5265,0.0334,130.528
BP,GO:0023057,C5.0,FS,0.5237,0.0283,132.678
BP,GO:0030001,C5.0,FS,0.6294,0.2083,121.318
BP,GO:0030003,C5.0,FS,0.5755,0.1266,106.108
BP,GO:0030029,C5.0,FS,0.5787,0.0889,124.035
BP,GO:0030030,C5.0,FS,0.6588,0.2109,118.494
BP,GO:0030031,C5.0,FS,0.8218,0.4986,122.386
BP,GO:0030036,C5.0,FS,0.5741,0.057,111.489
BP,GO:0030100,C5.0,FS,0.6633,0.2594,119.963
BP,GO:0030154,C5.0,FS,0.5771,0.0721,111.253
BP,GO:0030155,C5.0,FS,0.5,0.0006,117.483
BP,GO:0030162,C5.0,FS,0.5,0.0016,124.687
BP,GO:0030163,C5.0,FS,0.4991,0.0017,115.257
BP,GO:0030182,C5.0,FS,0.5,0.0008,111.943
BP,GO:0030261,C5.0,FS,0.5,0.0006,109.529
BP,GO:0030307,C5.0,FS,0.5244,0.0178,125.225
BP,GO:0030308,C5.0,FS,0.5,0.0009,113.207
BP,GO:0030334,C5.0,FS,0.6722,0.2662,107.61
BP,GO:0030335,C5.0,FS,0.6748,0.3533,114.48
BP,GO:0030421,C5.0,FS,0.6073,0.0954,102.371
BP,GO:0030422,C5.0,FS,0.5,0.0006,114.221
BP,GO:0030511,C5.0,FS,0.5,0.0006,123.049
BP,GO:0030516,C5.0,FS,0.6527,0.1361,112.054
BP,GO:0030517,C5.0,FS,0.5,0.0006,113.203
BP,GO:0030534,C5.0,FS,0.5,0.001,122.159
BP,GO:0030536,C5.0,FS,0.5,0.0007,120.881
BP,GO:0030537,C5.0,FS,0.5,0.001,120.615
BP,GO:0030703,C5.0,FS,0.6496,0.2774,119.897
BP,GO:0030705,C5.0,FS,0.6661,0.2783,124.292
BP,GO:0030719,C5.0,FS,0.5,0.001,115.13
BP,GO:0030728,C5.0,FS,0.5,0.0008,110.482
BP,GO:0030865,C5.0,FS,0.5,0.0009,132.463
BP,GO:0030866,C5.0,FS,0.5,0.0008,119.31
BP,GO:0030968,C5.0,FS,0.5,0.001,115.83
BP,GO:0031023,C5.0,FS,0.5,0.0006,127.461
BP,GO:0031032,C5.0,FS,0.5,0.001,118.127
BP,GO:0031047,C5.0,FS,0.6422,0.299,119.967
BP,GO:0031050,C5.0,FS,0.5,0.0009,118.233
BP,GO:0031099,C5.0,FS,0.5,0.0007,112.312
BP,GO:0031102,C5.0,FS,0.5,0.0007,116.335
BP,GO:0031103,C5.0,FS,0.5,0.0007,108.251
BP,GO:0031122,C5.0,FS,0.5,0.0008,122.736
BP,GO:0031175,C5.0,FS,0.5657,0.0579,103.091
BP,GO:0031323,C5.0,FS,0.6384,0.1514,131.153
BP,GO:0031324,C5.0,FS,0.5235,0.0234,126.726
BP,GO:0031325,C5.0,FS,0.6108,0.1081,120.57
BP,GO:0031326,C5.0,FS,0.6652,0.1588,127.899
BP,GO:0031327,C5.0,FS,0.545,0.0413,123.009
BP,GO:0031328,C5.0,FS,0.6435,0.1535,124.319
BP,GO:0031329,C5.0,FS,0.4996,0.0021,126.786
BP,GO:0031331,C5.0,FS,0.5,0.0013,115.914
BP,GO:0031334,C5.0,FS,0.5,0.0006,122.071
BP,GO:0031344,C5.0,FS,0.62,0.1058,128.2
BP,GO:0031345,C5.0,FS,0.5005,0.0011,119.087
BP,GO:0031346,C5.0,FS,0.4997,0.0023,124.543
BP,GO:0031347,C5.0,FS,0.5995,0.1085,119.338
BP,GO:0031399,C5.0,FS,0.547,0.0723,118.585
BP,GO:0031400,C5.0,FS,0.5,0.0016,125.309
BP,GO:0031401,C5.0,FS,0.5373,0.0347,118.533
BP,GO:0031503,C5.0,FS,0.6996,0.3303,118.565
BP,GO:0031581,C5.0,FS,0.5,0.0008,112.798
BP,GO:0031644,C5.0,FS,0.5,0.0008,118.419
BP,GO:0031646,C5.0,FS,0.5,0.0007,118.131
BP,GO:0031647,C5.0,FS,0.4997,0.0013,117.133
BP,GO:0031667,C5.0,FS,0.5242,0.0174,119.276
BP,GO:0032101,C5.0,FS,0.6027,0.1065,124.206
BP,GO:0032102,C5.0,FS,0.5,0.0008,119.306
BP,GO:0032103,C5.0,FS,0.6355,0.2152,120.407
BP,GO:0032147,C5.0,FS,0.5,0.0009,116.667
BP,GO:0032222,C5.0,FS,0.574,0.0408,115.499
BP,GO:0032224,C5.0,FS,0.5248,0.0137,123.834
BP,GO:0032259,C5.0,FS,0.5244,0.0556,114.054
BP,GO:0032268,C5.0,FS,0.5844,0.0619,128.824
BP,GO:0032269,C5.0,FS,0.5089,0.0299,122.53
BP,GO:0032270,C5.0,FS,0.5392,0.0381,122.649
BP,GO:0032271,C5.0,FS,0.5,0.0008,113.606
BP,GO:0032368,C5.0,FS,0.5,0.0009,119.34
BP,GO:0032370,C5.0,FS,0.5,0.0007,106.637
BP,GO:0032386,C5.0,FS,0.5159,0.0088,119.269
BP,GO:0032388,C5.0,FS,0.5,0.0018,116.62
BP,GO:0032409,C5.0,FS,0.5,0.0008,111.203
BP,GO:0032412,C5.0,FS,0.5,0.0007,112.227
BP,GO:0032446,C5.0,FS,0.5495,0.0329,116.939
BP,GO:0032456,C5.0,FS,0.5,0.0006,113.209
BP,GO:0032465,C5.0,FS,0.5,0.0008,114.214
BP,GO:0032501,C5.0,FS,0.6646,0.2416,122.423
BP,GO:0032502,C5.0,FS,0.7265,0.3161,126.143
BP,GO:0032535,C5.0,FS,0.5326,0.0371,118.157
BP,GO:0032774,C5.0,FS,0.4997,0.0011,114.021
BP,GO:0032787,C5.0,FS,0.7496,0.3597,117.889
BP,GO:0032879,C5.0,FS,0.6562,0.2028,122.83
BP,GO:0032880,C5.0,FS,0.5137,0.0096,125.266
BP,GO:0032886,C5.0,FS,0.5386,0.0373,118.595
BP,GO:0032940,C5.0,FS,0.5167,0.0085,118.705
BP,GO:0032956,C5.0,FS,0.6566,0.1028,113.221
BP,GO:0032970,C5.0,FS,0.582,0.0685,111.673
BP,GO:0032984,C5.0,FS,0.5004,0.0012,109.621
BP,GO:0032989,C5.0,FS,0.5823,0.087,105.213
BP,GO:0032990,C5.0,FS,0.4999,0.0015,104.932
BP,GO:0033036,C5.0,FS,0.5829,0.1113,92.532
BP,GO:0033043,C5.0,FS,0.5845,0.0784,105.293
