ontology,class,algorithm,selection_type,auroc,auprc,time_sec
BP,GO:1901990,svmLinear2,PCA,0.5494,0.03,28.879
BP,GO:1902074,svmLinear2,PCA,0.594,0.0312,54.252
BP,GO:1902099,svmLinear2,PCA,0.5125,0.0023,31.62
BP,GO:1902115,svmLinear2,PCA,0.4845,0.003,34.349
BP,GO:1902117,svmLinear2,PCA,0.4158,0.0031,40.008
BP,GO:1902531,svmLinear2,PCA,0.6203,0.009,51.271
BP,GO:1902532,svmLinear2,PCA,0.6332,0.0056,32.054
BP,GO:1902533,svmLinear2,PCA,0.5889,0.0045,35.862
BP,GO:1902667,svmLinear2,PCA,0.4407,0.0034,33.999
BP,GO:1902679,svmLinear2,PCA,0.6533,0.0071,46.5
BP,GO:1902680,svmLinear2,PCA,0.5704,0.0097,64.976
BP,GO:1902742,svmLinear2,PCA,0.5981,0.0056,34.832
BP,GO:1902850,svmLinear2,PCA,0.6888,0.0093,44.865
BP,GO:1902903,svmLinear2,PCA,0.4394,0.0034,40.575
BP,GO:1902905,svmLinear2,PCA,0.6282,0.0075,51.557
BP,GO:1903034,svmLinear2,PCA,0.5479,0.0053,39.418
BP,GO:1903036,svmLinear2,PCA,0.7368,0.0084,39.139
BP,GO:1903046,svmLinear2,PCA,0.7181,0.0221,51.718
BP,GO:1903047,svmLinear2,PCA,0.6816,0.0175,66.588
BP,GO:1903311,svmLinear2,PCA,0.5283,0.0012,27.254
BP,GO:1903320,svmLinear2,PCA,0.5233,0.0009,30.072
BP,GO:1903354,svmLinear2,PCA,0.5016,0.0016,31.83
BP,GO:1903356,svmLinear2,PCA,0.4554,0.0028,29.789
BP,GO:1903362,svmLinear2,PCA,0.6512,0.0021,26.7
BP,GO:1903429,svmLinear2,PCA,0.3544,0.0017,31.972
BP,GO:1903506,svmLinear2,PCA,0.6425,0.0183,82.226
BP,GO:1903507,svmLinear2,PCA,0.6533,0.0071,45.751
BP,GO:1903508,svmLinear2,PCA,0.5704,0.0097,66.205
BP,GO:1903530,svmLinear2,PCA,0.5325,0.0085,31.171
BP,GO:1903532,svmLinear2,PCA,0.5299,0.0037,34.867
BP,GO:1903649,svmLinear2,PCA,0.441,0.0012,30.975
BP,GO:1903651,svmLinear2,PCA,0.4312,0.001,39.846
BP,GO:1903827,svmLinear2,PCA,0.7165,0.0087,37.884
BP,GO:1903828,svmLinear2,PCA,0.4963,0.0032,26.3
BP,GO:1903829,svmLinear2,PCA,0.4778,0.0384,33.609
BP,GO:1903844,svmLinear2,PCA,0.5071,0.0324,40.657
BP,GO:1903846,svmLinear2,PCA,0.5397,0.0208,57.186
BP,GO:1903863,svmLinear2,PCA,0.5301,0.001,21.586
BP,GO:1903998,svmLinear2,PCA,0.5452,0.0074,41.062
BP,GO:1904375,svmLinear2,PCA,0.511,0.0034,32.603
BP,GO:1904377,svmLinear2,PCA,0.9228,0.2397,22.133
BP,GO:1904396,svmLinear2,PCA,0.6549,0.0199,36.233
BP,GO:1904589,svmLinear2,PCA,0.4878,0.0027,27.128
BP,GO:1904748,svmLinear2,PCA,0.7006,0.0024,19.893
BP,GO:1904809,svmLinear2,PCA,0.4167,0.0026,28.489
BP,GO:1904950,svmLinear2,PCA,0.3919,0.0009,29.259
BP,GO:1904951,svmLinear2,PCA,0.4824,0.002,34.975
BP,GO:1905114,svmLinear2,PCA,0.716,0.0051,28.648
BP,GO:1905153,svmLinear2,PCA,0.5369,0.0037,32.667
BP,GO:1905155,svmLinear2,PCA,0.4041,0.0062,31.417
BP,GO:1905483,svmLinear2,PCA,0.7848,0.0602,49.066
BP,GO:1905485,svmLinear2,PCA,0.6691,0.2378,51.51
BP,GO:1905489,svmLinear2,PCA,0.8272,0.0333,47.579
BP,GO:1905515,svmLinear2,PCA,0.7928,0.0605,41.678
BP,GO:1905516,svmLinear2,PCA,0.4674,0.0018,25.206
BP,GO:1905770,svmLinear2,PCA,0.5077,0.0086,37.908
BP,GO:1905772,svmLinear2,PCA,0.3935,0.0006,29.561
BP,GO:1905787,svmLinear2,PCA,0.5218,0.0012,41.897
BP,GO:1905789,svmLinear2,PCA,0.5218,0.0012,42.781
BP,GO:1905790,svmLinear2,PCA,0.5218,0.0012,44.934
BP,GO:1905792,svmLinear2,PCA,0.5218,0.0012,42.592
BP,GO:1905818,svmLinear2,PCA,0.7455,0.0465,37.228
BP,GO:1905820,svmLinear2,PCA,0.6091,0.0137,40.563
BP,GO:1905879,svmLinear2,PCA,0.3696,0.0013,30.389
BP,GO:1905881,svmLinear2,PCA,0.2905,0.0007,30.135
BP,GO:1905902,svmLinear2,PCA,0.5077,0.0086,37.711
BP,GO:1905904,svmLinear2,PCA,0.3935,0.0006,30.542
BP,GO:1905909,svmLinear2,PCA,0.4252,0.0008,36.197
BP,GO:1905952,svmLinear2,PCA,0.4834,0.002,32.828
BP,GO:1905954,svmLinear2,PCA,0.4169,0.0011,30.136
BP,GO:1990138,svmLinear2,PCA,0.5575,0.0019,25.55
BP,GO:1990778,svmLinear2,PCA,0.4977,0.0014,28.399
BP,GO:2000026,svmLinear2,PCA,0.644,0.0275,103.19
BP,GO:2000027,svmLinear2,PCA,0.4121,0.0017,34.691
BP,GO:2000112,svmLinear2,PCA,0.5776,0.0184,96.582
BP,GO:2000113,svmLinear2,PCA,0.6688,0.0092,49.829
BP,GO:2000145,svmLinear2,PCA,0.4855,0.0055,42.766
BP,GO:2000147,svmLinear2,PCA,0.6135,0.0074,30.561
BP,GO:2000241,svmLinear2,PCA,0.5769,0.0116,62.761
BP,GO:2000242,svmLinear2,PCA,0.4943,0.0028,29.539
BP,GO:2000243,svmLinear2,PCA,0.5183,0.0074,46.721
BP,GO:2000292,svmLinear2,PCA,0.614,0.0032,36.225
BP,GO:2000294,svmLinear2,PCA,0.6983,0.0039,33.302
BP,GO:2000369,svmLinear2,PCA,0.7762,0.0623,49.463
BP,GO:2000380,svmLinear2,PCA,0.5077,0.0086,36.12
BP,GO:2000382,svmLinear2,PCA,0.3935,0.0006,31.474
BP,GO:2000425,svmLinear2,PCA,0.4825,0.0021,33.893
BP,GO:2000427,svmLinear2,PCA,0.5327,0.0019,31.213
BP,GO:2000543,svmLinear2,PCA,0.5534,0.002,30.302
BP,GO:2000785,svmLinear2,PCA,0.3336,0.0005,30.683
BP,GO:2001020,svmLinear2,PCA,0.4499,0.0019,39.667
BP,GO:2001021,svmLinear2,PCA,0.6239,0.0056,38.276
BP,GO:2001023,svmLinear2,PCA,0.5864,0.0128,34.646
BP,GO:2001025,svmLinear2,PCA,0.7545,0.0404,25.684
BP,GO:2001141,svmLinear2,PCA,0.6425,0.0183,82.068
BP,GO:2001222,svmLinear2,PCA,0.6151,0.0065,48.064
BP,GO:2001224,svmLinear2,PCA,0.6691,0.2378,50.357
BP,GO:2001251,svmLinear2,PCA,0.4368,0.0011,31.993
BP,GO:0000003,mlp,PCA,0.7738,0.0298,69.983
BP,GO:0000070,mlp,PCA,0.8932,0.0133,66.736
BP,GO:0000075,mlp,PCA,0.8769,0.0048,65.973
BP,GO:0000122,mlp,PCA,0.751,0.0128,66.894
BP,GO:0000132,mlp,PCA,0.8061,0.0158,66.536
BP,GO:0000165,mlp,PCA,0.9484,0.0163,65.857
BP,GO:0000187,mlp,PCA,0.5691,0.0018,66.489
BP,GO:0000212,mlp,PCA,0.6865,0.0038,65.978
BP,GO:0000226,mlp,PCA,0.8499,0.049,65.89
BP,GO:0000278,mlp,PCA,0.7325,0.0039,65.594
BP,GO:0000280,mlp,PCA,0.5856,0.0022,65.509
BP,GO:0000281,mlp,PCA,0.8407,0.0083,66.073
BP,GO:0000302,mlp,PCA,0.827,0.0088,67.535
BP,GO:0000578,mlp,PCA,0.504,0.0027,68.916
BP,GO:0000737,mlp,PCA,0.8929,0.0119,69.416
BP,GO:0000819,mlp,PCA,0.8932,0.0133,68.467
BP,GO:0000910,mlp,PCA,0.8987,0.0389,69.268
BP,GO:0000956,mlp,PCA,0.5846,0.0023,69.653
BP,GO:0001505,mlp,PCA,0.75,0.0067,69.031
BP,GO:0001556,mlp,PCA,0.8081,0.0137,68.659
BP,GO:0001558,mlp,PCA,0.7842,0.026,68.247
BP,GO:0001666,mlp,PCA,0.6458,0.0028,50.944
BP,GO:0001667,mlp,PCA,0.5202,0.0018,49.705
BP,GO:0001708,mlp,PCA,0.8179,0.0272,63.644
BP,GO:0001709,mlp,PCA,0.3031,0.0008,65.816
BP,GO:0001714,mlp,PCA,0.4652,0.0019,67.296
BP,GO:0001764,mlp,PCA,0.6558,0.003,62.77
BP,GO:0001932,mlp,PCA,0.8234,0.0485,74.148
BP,GO:0001933,mlp,PCA,0.4649,0.0026,73.602
BP,GO:0001934,mlp,PCA,0.8505,0.017,76.639
BP,GO:0001956,mlp,PCA,0.5698,0.0019,75.042
BP,GO:0002009,mlp,PCA,0.7174,0.0061,73.524
BP,GO:0002119,mlp,PCA,0.794,0.0736,73.574
BP,GO:0002164,mlp,PCA,0.8026,0.0793,70.409
BP,GO:0002376,mlp,PCA,0.6993,0.0085,76.305
BP,GO:0002682,mlp,PCA,0.5187,0.0021,70.343
BP,GO:0002684,mlp,PCA,0.6034,0.0021,75.269
BP,GO:0002831,mlp,PCA,0.7491,0.0045,79.341
BP,GO:0002833,mlp,PCA,0.3991,0.001,75.211
BP,GO:0003002,mlp,PCA,0.3116,0.0008,72.427
BP,GO:0003006,mlp,PCA,0.7802,0.1011,76.082
BP,GO:0003008,mlp,PCA,0.7683,0.0314,75.461
BP,GO:0003012,mlp,PCA,0.4153,0.001,71.986
BP,GO:0005975,mlp,PCA,0.7368,0.0034,74.948
BP,GO:0006022,mlp,PCA,0.7354,0.0022,76.734
BP,GO:0006082,mlp,PCA,0.8769,0.0409,74.223
BP,GO:0006091,mlp,PCA,0.8823,0.0093,72.284
BP,GO:0006139,mlp,PCA,0.8287,0.0919,73.139
BP,GO:0006163,mlp,PCA,0.7022,0.0061,71.663
BP,GO:0006213,mlp,PCA,0.9487,0.0414,73.283
BP,GO:0006220,mlp,PCA,0.9147,0.0439,76.167
BP,GO:0006259,mlp,PCA,0.9253,0.0799,73.421
BP,GO:0006281,mlp,PCA,0.934,0.0797,74.581
BP,GO:0006308,mlp,PCA,0.8929,0.0119,73.364
BP,GO:0006309,mlp,PCA,0.8949,0.0166,74.138
BP,GO:0006323,mlp,PCA,0.7152,0.1019,74.322
BP,GO:0006325,mlp,PCA,0.888,0.016,74.389
BP,GO:0006351,mlp,PCA,0.3214,0.0009,73.932
BP,GO:0006355,mlp,PCA,0.8317,0.0717,71.972
BP,GO:0006357,mlp,PCA,0.8381,0.0556,76.355
BP,GO:0006366,mlp,PCA,0.318,0.0006,73.633
BP,GO:0006396,mlp,PCA,0.8564,0.0167,74.961
BP,GO:0006401,mlp,PCA,0.7118,0.0048,72.676
BP,GO:0006402,mlp,PCA,0.5512,0.0023,74.487
BP,GO:0006412,mlp,PCA,0.6564,0.0184,76.853
BP,GO:0006417,mlp,PCA,0.6616,0.006,69.378
BP,GO:0006461,mlp,PCA,0.6896,0.0079,73.167
BP,GO:0006464,mlp,PCA,0.8327,0.1069,74.872
BP,GO:0006468,mlp,PCA,0.9051,0.1258,74.049
BP,GO:0006469,mlp,PCA,0.4046,0.0011,73.19
BP,GO:0006470,mlp,PCA,0.6537,0.003,75.377
BP,GO:0006479,mlp,PCA,0.6349,0.0018,72.35
BP,GO:0006486,mlp,PCA,0.6128,0.0018,76.314
BP,GO:0006508,mlp,PCA,0.8102,0.0142,76.782
BP,GO:0006511,mlp,PCA,0.333,0.0011,71.242
BP,GO:0006518,mlp,PCA,0.7742,0.0139,72.479
BP,GO:0006520,mlp,PCA,0.8945,0.0176,73.064
BP,GO:0006629,mlp,PCA,0.788,0.0183,74.691
BP,GO:0006631,mlp,PCA,0.7702,0.0179,71.343
BP,GO:0006633,mlp,PCA,0.4502,0.0027,77.566
BP,GO:0006644,mlp,PCA,0.5223,0.0026,74.421
BP,GO:0006650,mlp,PCA,0.476,0.0018,75.237
BP,GO:0006725,mlp,PCA,0.8125,0.0993,77.001
BP,GO:0006732,mlp,PCA,0.8048,0.0357,72.189
BP,GO:0006753,mlp,PCA,0.8403,0.0309,74.242
BP,GO:0006790,mlp,PCA,0.7299,0.0065,76.161
BP,GO:0006793,mlp,PCA,0.8065,0.1178,71.408
BP,GO:0006796,mlp,PCA,0.8165,0.134,75.091
BP,GO:0006807,mlp,PCA,0.7811,0.1198,74.996
BP,GO:0006810,mlp,PCA,0.768,0.0542,71.314
BP,GO:0006811,mlp,PCA,0.7775,0.0187,71.612
BP,GO:0006812,mlp,PCA,0.7814,0.0122,68.88
BP,GO:0006813,mlp,PCA,0.8483,0.0028,74.608
BP,GO:0006816,mlp,PCA,0.4696,0.0014,75.728
BP,GO:0006820,mlp,PCA,0.6969,0.0042,72.711
BP,GO:0006836,mlp,PCA,0.5928,0.002,75.988
BP,GO:0006839,mlp,PCA,0.7676,0.0064,75.164
BP,GO:0006869,mlp,PCA,0.57,0.0023,75.124
BP,GO:0006873,mlp,PCA,0.5276,0.0021,73.378
BP,GO:0006874,mlp,PCA,0.4199,0.001,74.259
BP,GO:0006875,mlp,PCA,0.4769,0.0014,74.385
BP,GO:0006886,mlp,PCA,0.5158,0.0028,74.41
BP,GO:0006887,mlp,PCA,0.6079,0.0018,75.285
BP,GO:0006897,mlp,PCA,0.6188,0.0041,72.604
BP,GO:0006898,mlp,PCA,0.3507,0.0008,73.093
BP,GO:0006911,mlp,PCA,0.434,0.0011,74.939
BP,GO:0006914,mlp,PCA,0.3077,0.001,75.92
BP,GO:0006915,mlp,PCA,0.6122,0.0028,72.828
BP,GO:0006928,mlp,PCA,0.8083,0.0567,76.225
BP,GO:0006935,mlp,PCA,0.8099,0.0221,74.133
BP,GO:0006936,mlp,PCA,0.4153,0.001,75.416
BP,GO:0006937,mlp,PCA,0.7868,0.0086,74.593
BP,GO:0006950,mlp,PCA,0.7272,0.0806,73.296
BP,GO:0006952,mlp,PCA,0.7308,0.043,74.927
BP,GO:0006955,mlp,PCA,0.7005,0.0072,72.75
BP,GO:0006970,mlp,PCA,0.646,0.005,77.64
BP,GO:0006972,mlp,PCA,0.481,0.0023,78.479
BP,GO:0006974,mlp,PCA,0.9293,0.0529,76.282
BP,GO:0006979,mlp,PCA,0.7913,0.0199,74.773
BP,GO:0006986,mlp,PCA,0.632,0.0245,75.445
BP,GO:0006996,mlp,PCA,0.8162,0.119,72.908
BP,GO:0006997,mlp,PCA,0.6141,0.0027,73.714
BP,GO:0006998,mlp,PCA,0.5482,0.0047,73.889
BP,GO:0007005,mlp,PCA,0.6752,0.0113,73.462
BP,GO:0007010,mlp,PCA,0.8688,0.0933,75.302
BP,GO:0007015,mlp,PCA,0.8065,0.0044,76.731
BP,GO:0007017,mlp,PCA,0.8632,0.0897,73.676
BP,GO:0007018,mlp,PCA,0.6793,0.0057,74.764
BP,GO:0007033,mlp,PCA,0.5756,0.009,74.868
BP,GO:0007040,mlp,PCA,0.5868,0.0126,73.196
BP,GO:0007044,mlp,PCA,0.3965,0.001,75.058
BP,GO:0007049,mlp,PCA,0.8804,0.0296,75.921
BP,GO:0007051,mlp,PCA,0.8231,0.029,74.87
BP,GO:0007052,mlp,PCA,0.7197,0.0032,73.588
BP,GO:0007059,mlp,PCA,0.9126,0.0661,76.879
BP,GO:0007088,mlp,PCA,0.7872,0.0087,72.839
BP,GO:0007097,mlp,PCA,0.3653,0.0011,73.535
BP,GO:0007154,mlp,PCA,0.6571,0.0064,73.363
BP,GO:0007155,mlp,PCA,0.3654,0.001,73.543
BP,GO:0007163,mlp,PCA,0.7589,0.0055,76.566
BP,GO:0007165,mlp,PCA,0.8221,0.0998,74.461
BP,GO:0007166,mlp,PCA,0.7957,0.0492,68.356
BP,GO:0007167,mlp,PCA,0.7757,0.0176,75.958
BP,GO:0007169,mlp,PCA,0.7845,0.0091,76.294
BP,GO:0007178,mlp,PCA,0.4193,0.0012,77.461
BP,GO:0007179,mlp,PCA,0.4193,0.0012,72.209
BP,GO:0007186,mlp,PCA,0.8524,0.0125,76.286
BP,GO:0007212,mlp,PCA,0.5356,0.0011,71.387
BP,GO:0007218,mlp,PCA,0.7337,0.0023,73.741
BP,GO:0007264,mlp,PCA,0.5843,0.0016,74.391
BP,GO:0007267,mlp,PCA,0.6339,0.0058,76.709
BP,GO:0007268,mlp,PCA,0.6321,0.0053,73.9
BP,GO:0007271,mlp,PCA,0.5266,0.0015,70.725
BP,GO:0007275,mlp,PCA,0.8048,0.1223,70.437
BP,GO:0007276,mlp,PCA,0.7577,0.0112,70.579
BP,GO:0007281,mlp,PCA,0.7979,0.0304,69.659
BP,GO:0007283,mlp,PCA,0.5676,0.0035,69.657
BP,GO:0007286,mlp,PCA,0.25,0.0006,69.678
BP,GO:0007292,mlp,PCA,0.5644,0.0031,69.11
BP,GO:0007346,mlp,PCA,0.8791,0.0576,69.679
BP,GO:0007368,mlp,PCA,0.4503,0.0009,67.504
BP,GO:0007369,mlp,PCA,0.2948,0.001,67.197
BP,GO:0007389,mlp,PCA,0.8012,0.0717,66.12
BP,GO:0007411,mlp,PCA,0.7768,0.0412,67.206
BP,GO:0007501,mlp,PCA,0.2983,0.0005,66.805
BP,GO:0007517,mlp,PCA,0.612,0.0023,66.535
BP,GO:0007530,mlp,PCA,0.7187,0.0401,68.514
BP,GO:0007549,mlp,PCA,0.512,0.0022,67.136
BP,GO:0007588,mlp,PCA,0.6244,0.0078,67.289
BP,GO:0007600,mlp,PCA,0.6891,0.0035,67.17
BP,GO:0007606,mlp,PCA,0.641,0.0028,68.374
BP,GO:0007610,mlp,PCA,0.7604,0.0703,67.608
BP,GO:0007611,mlp,PCA,0.7191,0.0148,67.026
BP,GO:0007612,mlp,PCA,0.6882,0.0051,67.818
BP,GO:0007613,mlp,PCA,0.5727,0.0019,67.742
BP,GO:0007614,mlp,PCA,0.4423,0.0012,66.511
BP,GO:0007617,mlp,PCA,0.5405,0.0061,67.503
BP,GO:0007626,mlp,PCA,0.5992,0.0041,66.664
BP,GO:0007631,mlp,PCA,0.7822,0.0112,67.631
BP,GO:0007635,mlp,PCA,0.7931,0.0226,66.975
BP,GO:0007638,mlp,PCA,0.4692,0.0021,67.133
BP,GO:0008037,mlp,PCA,0.4647,0.0018,67.201
BP,GO:0008038,mlp,PCA,0.4477,0.0016,66.907
BP,GO:0008045,mlp,PCA,0.6829,0.0028,67.066
BP,GO:0008104,mlp,PCA,0.7878,0.0453,67.309
BP,GO:0008150,mlp,PCA,0.7743,0.3918,66.75
BP,GO:0008152,mlp,PCA,0.7669,0.1179,61.801
BP,GO:0008213,mlp,PCA,0.6349,0.0018,66.914
BP,GO:0008219,mlp,PCA,0.7275,0.006,58.463
BP,GO:0008284,mlp,PCA,0.3322,0.0017,64.523
BP,GO:0008286,mlp,PCA,0.473,0.001,68.229
BP,GO:0008306,mlp,PCA,0.6672,0.0045,64.14
BP,GO:0008340,mlp,PCA,0.787,0.0632,66.414
BP,GO:0008355,mlp,PCA,0.4509,0.0021,64.006
BP,GO:0008356,mlp,PCA,0.7344,0.0088,66.79
BP,GO:0008361,mlp,PCA,0.2903,0.0007,50.07
BP,GO:0008406,mlp,PCA,0.7736,0.0176,52.349
BP,GO:0008582,mlp,PCA,0.7062,0.0072,61.925
BP,GO:0008593,mlp,PCA,0.3411,0.0009,67.759
BP,GO:0008595,mlp,PCA,0.4637,0.0021,67.55
BP,GO:0008610,mlp,PCA,0.712,0.0102,67.349
BP,GO:0008630,mlp,PCA,0.7666,0.1279,65.057
BP,GO:0008654,mlp,PCA,0.441,0.0014,69.883
BP,GO:0009056,mlp,PCA,0.7393,0.0211,70.914
BP,GO:0009057,mlp,PCA,0.8133,0.0188,70.143
BP,GO:0009058,mlp,PCA,0.7868,0.0443,67.1
BP,GO:0009059,mlp,PCA,0.7693,0.0188,63.89
BP,GO:0009100,mlp,PCA,0.7198,0.0017,66.176
BP,GO:0009108,mlp,PCA,0.8944,0.0174,67.052
BP,GO:0009116,mlp,PCA,0.9487,0.0414,67.779
BP,GO:0009117,mlp,PCA,0.8403,0.0309,66.53
BP,GO:0009119,mlp,PCA,0.9487,0.0414,66.786
BP,GO:0009123,mlp,PCA,0.8837,0.0294,66.146
BP,GO:0009150,mlp,PCA,0.7022,0.0061,67.29
BP,GO:0009161,mlp,PCA,0.8307,0.0248,61.605
BP,GO:0009165,mlp,PCA,0.8561,0.059,61.909
BP,GO:0009259,mlp,PCA,0.8358,0.0747,65.359
BP,GO:0009260,mlp,PCA,0.8405,0.042,67.188
BP,GO:0009266,mlp,PCA,0.7617,0.0179,67.004
BP,GO:0009268,mlp,PCA,0.4514,0.0012,66.95
BP,GO:0009314,mlp,PCA,0.7232,0.0134,67.118
BP,GO:0009408,mlp,PCA,0.73,0.015,65.666
BP,GO:0009411,mlp,PCA,0.6318,0.0127,67.437
BP,GO:0009416,mlp,PCA,0.671,0.0142,66.448
BP,GO:0009581,mlp,PCA,0.5894,0.0035,65.779
BP,GO:0009582,mlp,PCA,0.5894,0.0035,67.602
BP,GO:0009593,mlp,PCA,0.4526,0.0009,66.894
BP,GO:0009605,mlp,PCA,0.7636,0.0579,67.927
BP,GO:0009607,mlp,PCA,0.7351,0.0409,68.144
BP,GO:0009611,mlp,PCA,0.5289,0.0016,67.918
BP,GO:0009612,mlp,PCA,0.4838,0.0018,67.976
BP,GO:0009617,mlp,PCA,0.7326,0.0346,68.677
BP,GO:0009620,mlp,PCA,0.771,0.0039,70.174
BP,GO:0009628,mlp,PCA,0.7515,0.0424,64.425
BP,GO:0009636,mlp,PCA,0.7835,0.0086,67.401
BP,GO:0009653,mlp,PCA,0.7907,0.0642,60.587
BP,GO:0009786,mlp,PCA,0.4493,0.0009,50.372
BP,GO:0009790,mlp,PCA,0.8149,0.0735,50.163
BP,GO:0009791,mlp,PCA,0.7818,0.0751,50.524
BP,GO:0009792,mlp,PCA,0.8207,0.0698,50.406
BP,GO:0009794,mlp,PCA,0.3775,0.001,50.53
BP,GO:0009798,mlp,PCA,0.794,0.0276,50.311
BP,GO:0009799,mlp,PCA,0.4503,0.0009,60.803
BP,GO:0009855,mlp,PCA,0.4503,0.0009,66.609
BP,GO:0009880,mlp,PCA,0.7413,0.0146,67.078
BP,GO:0009886,mlp,PCA,0.5645,0.0061,65.886
BP,GO:0009887,mlp,PCA,0.7741,0.0298,67.119
BP,GO:0009888,mlp,PCA,0.4881,0.0015,66.627
BP,GO:0009889,mlp,PCA,0.7913,0.0771,66.505
BP,GO:0009890,mlp,PCA,0.776,0.0243,66.064
BP,GO:0009891,mlp,PCA,0.8328,0.0436,67.843
BP,GO:0009892,mlp,PCA,0.7791,0.0382,66.705
BP,GO:0009893,mlp,PCA,0.7973,0.0801,64.653
BP,GO:0009894,mlp,PCA,0.629,0.0046,66.412
BP,GO:0009896,mlp,PCA,0.3414,0.0013,68.24
BP,GO:0009948,mlp,PCA,0.457,0.0019,64.176
BP,GO:0009949,mlp,PCA,0.5405,0.0034,62.9
BP,GO:0009952,mlp,PCA,0.2902,0.0006,66.274
BP,GO:0009966,mlp,PCA,0.7845,0.0391,50.012
BP,GO:0009967,mlp,PCA,0.7839,0.0237,58.836
BP,GO:0009968,mlp,PCA,0.7847,0.0207,69.375
BP,GO:0009987,mlp,PCA,0.7879,0.2901,60.599
BP,GO:0009991,mlp,PCA,0.7445,0.0119,49.312
BP,GO:0010033,mlp,PCA,0.7459,0.0357,49.49
BP,GO:0010035,mlp,PCA,0.8143,0.0514,49.389
BP,GO:0010038,mlp,PCA,0.813,0.0108,58.956
BP,GO:0010171,mlp,PCA,0.769,0.0161,66.217
BP,GO:0010172,mlp,PCA,0.7365,0.0124,66.528
BP,GO:0010212,mlp,PCA,0.7365,0.014,65.91
BP,GO:0010243,mlp,PCA,0.6173,0.0032,66.693
BP,GO:0010286,mlp,PCA,0.4127,0.001,68.241
BP,GO:0010324,mlp,PCA,0.4847,0.0015,67.717
BP,GO:0010453,mlp,PCA,0.7738,0.0093,67.864
BP,GO:0010455,mlp,PCA,0.2702,0.0006,66.179
BP,GO:0010468,mlp,PCA,0.7825,0.0914,66.782
BP,GO:0010470,mlp,PCA,0.6018,0.0033,64.46
BP,GO:0010498,mlp,PCA,0.3227,0.001,66.528
BP,GO:0010506,mlp,PCA,0.3926,0.0013,65.784
BP,GO:0010556,mlp,PCA,0.8108,0.077,67.017
BP,GO:0010557,mlp,PCA,0.8413,0.0485,65.123
BP,GO:0010558,mlp,PCA,0.7844,0.0323,61.525
BP,GO:0010562,mlp,PCA,0.8431,0.0257,68.296
BP,GO:0010563,mlp,PCA,0.662,0.0043,75.269
BP,GO:0010564,mlp,PCA,0.8896,0.0764,78.018
BP,GO:0010565,mlp,PCA,0.534,0.0033,76.155
BP,GO:0010604,mlp,PCA,0.8144,0.095,80.464
BP,GO:0010605,mlp,PCA,0.7846,0.0391,75.726
BP,GO:0010608,mlp,PCA,0.7791,0.0123,76.488
BP,GO:0010628,mlp,PCA,0.8406,0.0665,78.439
BP,GO:0010629,mlp,PCA,0.7844,0.0336,73.923
BP,GO:0010638,mlp,PCA,0.7785,0.0132,76.892
BP,GO:0010639,mlp,PCA,0.6331,0.0057,75.794
BP,GO:0010646,mlp,PCA,0.8031,0.0689,75.224
BP,GO:0010647,mlp,PCA,0.7904,0.0494,77.871
BP,GO:0010648,mlp,PCA,0.7854,0.0231,80.167
BP,GO:0010720,mlp,PCA,0.8155,0.0171,84.133
BP,GO:0010721,mlp,PCA,0.7578,0.0056,76.356
BP,GO:0010769,mlp,PCA,0.8077,0.0185,79.487
BP,GO:0010770,mlp,PCA,0.6092,0.003,78.391
BP,GO:0010771,mlp,PCA,0.2817,0.0006,79.015
BP,GO:0010817,mlp,PCA,0.6577,0.0052,78.999
BP,GO:0010883,mlp,PCA,0.5046,0.0027,75.514
BP,GO:0010927,mlp,PCA,0.3196,0.0007,68.946
BP,GO:0010939,mlp,PCA,0.3175,0.0015,67.485
BP,GO:0010940,mlp,PCA,0.322,0.0015,65.135
BP,GO:0010941,mlp,PCA,0.8134,0.0318,66.977
BP,GO:0010942,mlp,PCA,0.7592,0.0125,65.832
BP,GO:0010948,mlp,PCA,0.8069,0.0176,67.295
BP,GO:0010965,mlp,PCA,0.7439,0.0036,65.734
BP,GO:0010970,mlp,PCA,0.4312,0.0016,68.022
BP,GO:0010975,mlp,PCA,0.8322,0.0243,65.178
BP,GO:0010976,mlp,PCA,0.8002,0.0074,67.123
BP,GO:0010977,mlp,PCA,0.3018,0.0008,67.587
BP,GO:0012501,mlp,PCA,0.6722,0.0044,67.577
BP,GO:0014056,mlp,PCA,0.5872,0.0019,66.776
BP,GO:0014057,mlp,PCA,0.5791,0.0017,66.741
BP,GO:0015031,mlp,PCA,0.7012,0.005,66.747
BP,GO:0015672,mlp,PCA,0.8733,0.008,66.425
BP,GO:0015695,mlp,PCA,0.582,0.0012,65.873
BP,GO:0015696,mlp,PCA,0.584,0.0015,76.857
BP,GO:0015711,mlp,PCA,0.7566,0.004,82.952
BP,GO:0015833,mlp,PCA,0.6691,0.0052,94.292
BP,GO:0015849,mlp,PCA,0.6989,0.0023,84.303
BP,GO:0015850,mlp,PCA,0.578,0.0032,80.909
BP,GO:0015893,mlp,PCA,0.5716,0.0012,83.161
BP,GO:0016042,mlp,PCA,0.6097,0.0011,84.137
BP,GO:0016043,mlp,PCA,0.7914,0.1547,85.373
BP,GO:0016049,mlp,PCA,0.6172,0.0023,72.758
BP,GO:0016050,mlp,PCA,0.4041,0.0011,76.434
BP,GO:0016053,mlp,PCA,0.7161,0.0098,80.324
BP,GO:0016055,mlp,PCA,0.6362,0.0054,77.179
BP,GO:0016070,mlp,PCA,0.8138,0.0376,74.306
