class, time
GO:0015031,4615.945
GO:0031325,8626.981
GO:0045176,2486.415
GO:1901565,5158.996
GO:0009792,6482.052
GO:1901046,3470.39
GO:1903507,6209.161
GO:0048814,1580.172
GO:0048489,2444.334
GO:0006508,5033.661
