class, time
GO:0005261,545.063
GO:0008237,520.976
GO:0016818,596.364
GO:0060089,590.433
GO:0004857,557.501
GO:0046872,550.136
GO:0097159,771.028
GO:0019887,536.006
GO:0017048,540.785
GO:0001664,517.894
