class, time
GO:0005929,1027.935
GO:0030424,1129.756
GO:0043226,2037.298
GO:0098687,847.828
GO:0005829,1076.135
GO:0098562,847.461
GO:0098802,804.294000000001
GO:0044422,1186.389
GO:0043234,1243.383
GO:0000932,809.566999999999
