class, time
GO:0005929,24.274
GO:0030424,22.193
GO:0043226,17.598
GO:0098687,24.469
GO:0005829,18.274
GO:0098562,49.091
GO:0098802,108.183
GO:0044422,16.345
GO:0043234,25.342
GO:0000932,50.044
