class, time
GO:0005929,73.689
GO:0030424,71.654
GO:0043226,70.399
GO:0098687,72.113
GO:0005829,69.243
GO:0098562,70.288
GO:0098802,71.175
GO:0044422,70.38
GO:0043234,74.706
GO:0000932,73.134
