class, time
GO:0005929,52.298
GO:0030424,53.714
GO:0043226,216.598
GO:0098687,32.263
GO:0005829,48.045
GO:0098562,30.539
GO:0098802,28.839
GO:0044422,143.84
GO:0043234,78.3150000000001
GO:0000932,32.191
