class, time
GO:0005929,37.687
GO:0030424,34.047
GO:0043226,38.385
GO:0098687,36.059
GO:0005829,32.552
GO:0098562,32.456
GO:0098802,35.454
GO:0044422,36.577
GO:0043234,33.981
GO:0000932,31.826
