class, time
GO:0005929,2686.288
GO:0030424,3154.408
GO:0043226,4435.676
GO:0098687,2122.461
GO:0005829,3120.962
GO:0098562,2210.805
GO:0098802,1975.505
GO:0044422,2493.458
GO:0043234,3427.263
GO:0000932,1709.297
