	AUPRC	AUROC
0	0.0010076	0.3898514
1	0.0069488	0.5655912
2	0.0015745999999999998	0.5346196
3	0.012556600000000001	0.6622528
4	0.013851599999999999	0.6413524
5	0.0173932	0.8042819999999999
6	0.019677599999999996	0.7825758
7	0.0060484	0.6886444
8	0.001652	0.36378979999999994
9	0.0069473999999999985	0.5953414
10	0.0020004000000000003	0.4488896
11	0.16746760000000002	0.9402292
12	0.0036792	0.4848264
13	0.0034324	0.5007472
14	0.1251276	0.5077872
15	0.0053378	0.5470034
16	0.0024541999999999997	0.537713
17	0.0097444	0.6186151999999999
18	0.0031831999999999997	0.5642556
19	0.12547039999999998	0.6351741999999999
20	0.11693599999999998	0.4767232
21	0.0755124	0.7024294
22	0.0044272	0.5022286
23	0.0154018	0.6868768
24	0.0070512	0.7196096
25	0.0009417999999999999	0.3431886
26	0.0171122	0.6191326
27	0.004252000000000001	0.446014
28	0.0674098	0.5385718
29	0.0053942	0.575083
30	0.0016870000000000001	0.5704874
31	0.0015745999999999998	0.5346196
32	0.0063394	0.6002046
33	0.0019855999999999997	0.49050720000000003
34	0.0011925999999999998	0.5818485999999999
35	0.0023888	0.5426772
36	0.0012142000000000001	0.5229248
37	0.004218	0.47702100000000003
38	0.0014349999999999999	0.539316
39	0.003507	0.5255586
40	0.004852	0.4817768
41	0.0049908	0.5119094
42	0.008312799999999999	0.4542446
43	0.00411	0.5642674
44	0.004286	0.5183255999999999
45	0.006573600000000001	0.6549272
46	0.01818	0.43345059999999996
47	0.023296	0.815818
48	0.002742	0.4876566
49	0.013331200000000001	0.6696770000000001
50	0.0016891999999999999	0.5098858000000001
51	0.0014828	0.4538224
52	0.0257286	0.48035959999999994
53	0.0041456	0.5163632
54	0.005088399999999999	0.5518554
55	0.002102	0.5237254
56	0.0043108	0.49960820000000006
57	0.0027995999999999997	0.6787474
58	0.0105618	0.5761878
59	0.0054866	0.6844894
60	0.0086448	0.6035812
61	0.000949	0.533573
62	0.008796	0.41970379999999996
63	0.0098108	0.5088362
64	0.0020994	0.4875906
65	0.011675399999999999	0.43276640000000005
66	0.0250392	0.6968706
67	0.014850200000000001	0.6106428
68	0.024553400000000003	0.4573288
69	0.016963	0.5448696
70	0.004606	0.5570534
71	0.0082288	0.653284
72	0.0006533999999999999	0.404885
73	0.0006636	0.42462920000000004
74	0.0010254	0.4422312
75	0.0263474	0.6705198
76	0.036838	0.6124835999999999
77	0.004207	0.48879179999999994
78	0.0013201999999999999	0.5707015999999999
79	0.0020046	0.6368081999999999
80	0.0221196	0.5716106
81	0.0020396	0.48221540000000007
82	0.0038664000000000003	0.5787081999999999
83	0.0062418	0.4644964
84	0.0032938000000000004	0.483154
85	0.0094304	0.6322484
86	0.002437	0.5162414000000001
87	0.0051566	0.5413904
88	0.00040839999999999995	0.2538788
89	0.0053159999999999995	0.5176946
90	0.0032684	0.48288420000000004
91	0.0025918000000000004	0.5845994000000001
92	0.0018624000000000002	0.5407052
93	0.0021892	0.6647821999999999
94	0.0090066	0.48376620000000004
95	0.0027238	0.443193
96	0.000698	0.3613658
97	0.0036106000000000003	0.6418762
98	0.016437	0.5247512
99	0.0007834	0.3467666
100	0.0010788	0.5315018
101	0.0081616	0.7021284000000001
102	0.028669	0.7410608
103	0.0081616	0.7021284000000001
104	0.019422799999999997	0.7162794
105	0.0079232	0.47266260000000004
106	0.0026658000000000003	0.5092694000000001
107	0.004852	0.4817768
108	0.002042	0.47066440000000004
109	0.002042	0.47066440000000004
110	0.002042	0.47066440000000004
111	0.0021892	0.6647821999999999
112	0.0010276	0.6145951999999999
113	0.0040576	0.6659762
114	0.033467000000000004	0.6611372
115	0.0005224	0.4051192
116	0.0056578	0.7003918
117	0.0125102	0.6516861999999999
118	0.0849208	0.8965868
119	0.0170142	0.7263676
120	0.06264299999999999	0.8287484
121	0.0070536	0.6358056
122	0.0152792	0.47574440000000007
123	0.0009519999999999999	0.4242746
124	0.020716599999999998	0.49558739999999996
125	0.011345200000000001	0.4577238
126	0.0092072	0.46480540000000004
127	0.0030388000000000004	0.6075876
128	0.006505199999999999	0.6964342
129	0.1114942	0.6347292
130	0.08424680000000001	0.6524085999999999
131	0.043835	0.6269324000000001
132	0.10932739999999999	0.6287526
133	0.0804346	0.6679466
134	0.043835	0.6269324000000001
135	0.030551	0.739834
136	0.0168054	0.6015056
137	0.0040204	0.6922914000000001
138	0.0213704	0.5236858
139	0.0110752	0.4875964
140	0.0007913999999999999	0.510684
141	0.0053202	0.5939766
142	0.0047523999999999995	0.5500248000000001
143	0.056088	0.6495058000000001
144	0.126369	0.6204052
145	0.013753399999999999	0.4608942
146	0.013985399999999999	0.6343932
147	0.0235958	0.682904
148	0.0015386	0.533656
149	0.010345	0.4226536
150	0.004782	0.5808946
151	0.0017874000000000002	0.4851264
152	0.0053778	0.5694636
