	AUPRC	AUROC
0	0.06352999999999999	0.6531384
1	0.0875132	0.7104315999999999
2	0.0244252	0.6433241999999999
3	0.2082764	0.8446188
4	0.18029	0.769645
5	0.08198480000000001	0.6946732
6	0.0260132	0.6516594
7	0.07941039999999999	0.6474826
8	0.0434788	0.6233562
9	0.151226	0.8228021999999999
10	0.030142000000000002	0.6948681999999999
11	0.040942599999999996	0.6966332
12	0.016648	0.6103694000000001
13	0.0007888	0.493392
14	0.40506220000000004	0.8219572
15	0.0363614	0.6792691999999999
16	0.0810548	0.6380102
17	0.015496200000000002	0.6395196
18	0.006023	0.566462
19	0.3475494	0.8209014000000001
20	0.3897928	0.8209299999999999
21	0.25269899999999995	0.8305944
22	0.06753300000000001	0.6671184
23	0.06738	0.7439965999999999
24	0.0189218	0.6523796
25	0.0017074000000000002	0.5128186
26	0.1508714	0.7752356
27	0.0044092	0.5608916
28	0.24121959999999998	0.8006340000000001
29	0.0489096	0.6939124
30	0.005880399999999999	0.5603229999999999
31	0.0244252	0.6433241999999999
32	0.0205432	0.6463754
33	0.002534	0.5402111999999999
34	0.0006714	0.4945998
35	0.0802128	0.688604
36	0.0067622	0.5935083999999999
37	0.0442328	0.6184254
38	0.018074400000000004	0.5955368000000001
39	0.0202606	0.646835
40	0.0007287999999999999	0.49342440000000004
41	0.0245382	0.6526175999999999
42	0.0395794	0.7199004
43	0.0059676	0.6094229999999999
44	0.1494692	0.7192984
45	0.011954000000000001	0.5588114000000001
46	0.1762246	0.8092712
47	0.00062	0.497205
48	0.055913199999999996	0.6814816
49	0.0035238	0.5428255999999999
50	0.075397	0.6023798
51	0.0007392000000000001	0.49615640000000005
52	0.091936	0.7640816
53	0.005715	0.5581316
54	0.006684000000000001	0.5863212
55	0.010206	0.5766784
56	0.0796988	0.6446368
57	0.001917	0.5250623999999999
58	0.276887	0.7912344
59	0.0278022	0.6674918000000001
60	0.0948558	0.7282145999999999
61	0.0035826	0.5432965999999999
62	0.0425952	0.6625361999999999
63	0.0166104	0.5689664000000001
64	0.09790599999999999	0.6640686
65	0.062326	0.6884806
66	0.2305442	0.7759052
67	0.1453342	0.8029418
68	0.11846500000000001	0.7675662
69	0.049730199999999995	0.6309106
70	0.004225199999999999	0.5793522
71	0.0296688	0.594896
72	0.0020122	0.5278904000000001
73	0.008002	0.529352
74	0.002691	0.546046
75	0.15354	0.761177
76	0.17262260000000001	0.6856996
77	0.031023000000000002	0.6431034000000001
78	0.0006692	0.4939964
79	0.0022408000000000003	0.5452038
80	0.002329	0.5385198
81	0.025642599999999998	0.6797201999999999
82	0.0053058	0.5946158
83	0.044686000000000003	0.688229
84	0.0094678	0.5619224
85	0.1678792	0.810693
86	0.0464258	0.6656298
87	0.047569400000000005	0.6502958000000001
88	0.100675	0.5468556
89	0.0305222	0.624425
90	0.0076388	0.5761006
91	0.0016728	0.5107914000000001
92	0.0021016	0.5230229999999999
93	0.0008466000000000001	0.4928518
94	0.06966760000000001	0.7092765999999999
95	0.022778599999999996	0.6471366
96	0.015053799999999997	0.5953618
97	0.0006688	0.4938058
98	0.08164860000000002	0.6383926
99	0.0008470000000000001	0.49297879999999994
100	0.020963	0.5604085999999999
101	0.0503336	0.6402328
102	0.06549640000000001	0.7276974
103	0.0503336	0.6402328
104	0.0655514	0.737704
105	0.0816458	0.7209241999999999
106	0.0157976	0.5878926
107	0.0007287999999999999	0.49342440000000004
108	0.0128642	0.5294998000000001
109	0.0128642	0.5294998000000001
110	0.0128642	0.5294998000000001
111	0.0008466000000000001	0.4928518
112	0.0006112	0.4949182
113	0.0163198	0.63075
114	0.14508239999999997	0.787559
115	0.0006152	0.4959982
116	0.0082978	0.5769006
117	0.1941124	0.7918494
118	0.16537539999999998	0.6852616
119	0.0649702	0.7645316
120	0.1664286	0.7152531999999999
121	0.1203694	0.774753
122	0.0590736	0.7076858
123	0.037154599999999996	0.6283979999999999
124	0.2031208	0.7704538000000001
125	0.0651976	0.6894808000000001
126	0.048632	0.6560794
127	0.0006712	0.4944412
128	0.18856099999999998	0.8168864
129	0.3399454	0.8187214
130	0.22684459999999998	0.7900258000000001
131	0.2225938	0.8234461999999999
132	0.3129836	0.8133584
133	0.2382908	0.7962776
134	0.2225938	0.8234461999999999
135	0.051463999999999996	0.7104866
136	0.1020614	0.7201890000000001
137	0.0023858	0.5445524
138	0.15261860000000002	0.7709456
139	0.0466174	0.6341314
140	0.0022172	0.5272236
141	0.0050982	0.5468314000000001
142	0.0628928	0.6544641999999999
143	0.24055700000000002	0.805243
144	0.345455	0.8243799999999999
145	0.0590664	0.7094729999999999
146	0.110569	0.769436
147	0.0924928	0.7968951999999999
148	0.011598200000000001	0.565823
149	0.2046396	0.8266495999999999
150	0.025558	0.5843136
151	0.008911	0.5699092
152	0.0108484	0.635368
153	0.2538304	0.6951704000000001
154	0.0430932	0.6776045999999999
155	0.29820440000000004	0.7747228
156	0.1924982	0.7902541999999999
157	0.2160634	0.7899904000000001
158	0.0017875999999999999	0.5254755999999999
159	0.146499	0.7078018
160	0.0025008	0.5276674
161	0.004526	0.5580334
162	0.0828174	0.6718636
163	0.035743199999999996	0.5597979999999999
164	0.0632298	0.7288156
165	0.1957774	0.7362714
166	0.4003406	0.821818
167	0.0031252	0.5395446
168	0.0143498	0.60214
169	0.0006736000000000001	0.49510820000000005
170	0.024297799999999998	0.6801756
171	0.0320944	0.6273711999999999
172	0.18856099999999998	0.8168864
173	0.006716	0.5566300000000001
174	0.0007872	0.49332879999999996
175	0.0182448	0.562526
176	0.017737400000000004	0.6099354
177	0.05968060000000001	0.5931134
178	0.008668799999999999	0.6270106
