algo,time,class,num_pos
knn,24169.2216396332,GO:0005929,80
knn,23034.0843439102,GO:0030424,105
knn,23103.1534743309,GO:0043226,995
knn,25296.94647789,GO:0098687,13
knn,54260.9247303009,GO:0005829,56
knn,23188.7006807327,GO:0098562,14
