algo,time,class,num_pos
C5.0,13494.8054671288,GO:0005261,33
C5.0,12581.7583990097,GO:0008237,12
C5.0,12696.6560697556,GO:0016818,56
C5.0,12674.2214536667,GO:0060089,53
C5.0,11829.7829461098,GO:0004857,13
C5.0,11980.4814767838,GO:0046872,15
C5.0,13351.6020965576,GO:0097159,198
C5.0,11934.1191625595,GO:0019887,12
C5.0,11426.1265873909,GO:0017048,12
C5.0,11717.5940656662,GO:0001664,12
