algo,time,class,num_pos
mlp,18686.946349144,GO:0005929,80
mlp,18619.8749613762,GO:0030424,105
mlp,19097.6927614212,GO:0043226,995
mlp,18162.4620485306,GO:0098687,13
mlp,18645.198225975,GO:0005829,56
mlp,19173.050096035,GO:0098562,14
mlp,18217.9648542404,GO:0098802,10
mlp,18715.3545689583,GO:0044422,588
mlp,18300.4982733727,GO:0043234,201
mlp,19065.9016537666,GO:0000932,13
