algo,time,class,num_pos
svmRadial,49119.6521091461,GO:0005261,33
svmRadial,40146.4446377754,GO:0008237,12
svmRadial,53014.9443268776,GO:0016818,56
svmRadial,51342.8839063644,GO:0060089,53
svmRadial,40738.3925676346,GO:0004857,13
svmRadial,40148.0421972275,GO:0046872,15
svmRadial,57760.041437149,GO:0097159,198
svmRadial,40544.0637993813,GO:0019887,12
svmRadial,40598.9877843857,GO:0017048,12
svmRadial,41041.6023659706,GO:0001664,12
