class, time
GO:0005261,394.299
GO:0008237,404.37
GO:0016818,383.345
GO:0060089,396.454
GO:0004857,332.821
GO:0046872,323.876
GO:0097159,297.695
GO:0019887,327.853
GO:0017048,343.897
GO:0001664,369.52
