algo,time,class,num_pos
C5.0,12400.480363369,GO:0005929,80
C5.0,12147.1016216278,GO:0030424,105
C5.0,14311.0029816628,GO:0043226,995
C5.0,11531.7024755478,GO:0098687,13
C5.0,11946.5443897247,GO:0005829,56
C5.0,11424.9575352669,GO:0098562,14
C5.0,11703.9266300201,GO:0098802,10
C5.0,13092.1789598465,GO:0044422,588
C5.0,12698.6547756195,GO:0043234,201
C5.0,11431.5064382553,GO:0000932,13
