algo,time,class,num_pos
knn,23942.2330784798,GO:0005261,33
knn,26793.518178463,GO:0008237,12
knn,23636.659579277,GO:0016818,56
knn,23235.33223629,GO:0060089,53
knn,22996.4388656616,GO:0004857,13
knn,23163.9112877846,GO:0046872,15
knn,23357.9982924461,GO:0097159,198
knn,23501.5252709389,GO:0019887,12
knn,23036.5636897087,GO:0017048,12
knn,23534.1791772842,GO:0001664,12
