algo,time,class,num_pos
svmLinear,12726.9138860703,GO:0015031,44
svmLinear,12270.9652090073,GO:0031325,216
svmLinear,10755.1060676575,GO:0045176,10
svmLinear,10301.2199783325,GO:1901565,48
svmLinear,13680.1892542839,GO:0009792,278
svmLinear,10449.4568133354,GO:1901046,26
svmLinear,10325.2974772453,GO:1903507,71
svmLinear,9445.54710149765,GO:0048814,10
svmLinear,9823.64443302155,GO:0048489,19
svmLinear,10378.7963366508,GO:0006508,53
