algo,time,class,num_pos
C5.0,40566.7998361588,GO:0005929,80
C5.0,56974.5838904381,GO:0030424,105
C5.0,97862.3692989349,GO:0043226,995
C5.0,11167.212600708,GO:0098687,13
C5.0,11246.7000508308,GO:0005829,56
C5.0,10992.652156353,GO:0098562,14
C5.0,11147.9149413109,GO:0098802,10
C5.0,42056.5059304237,GO:0044422,588
C5.0,26189.9884653091,GO:0043234,201
C5.0,10819.9068880081,GO:0000932,13
