algo,time,class,num_pos
svmLinear,10591.1197280884,GO:0005261,33
svmLinear,9163.62246513367,GO:0008237,12
svmLinear,9621.14882230759,GO:0016818,56
svmLinear,9157.45364665985,GO:0060089,53
svmLinear,9359.78755712509,GO:0004857,13
svmLinear,8537.16703891754,GO:0046872,15
svmLinear,10675.721487999,GO:0097159,198
svmLinear,9048.543612957,GO:0019887,12
svmLinear,9153.61614227295,GO:0017048,12
svmLinear,8959.69771146774,GO:0001664,12
