algo,time,class,num_pos
svmLinear,10003.6493086815,GO:0005929,80
svmLinear,13695.9561252594,GO:0030424,105
svmLinear,22834.2038583755,GO:0043226,995
svmLinear,9586.40689849854,GO:0098687,13
svmLinear,9513.18508863449,GO:0005829,56
svmLinear,9357.44897842407,GO:0098562,14
svmLinear,8969.75655794144,GO:0098802,10
svmLinear,14730.7968401909,GO:0044422,588
svmLinear,10132.7097439766,GO:0043234,201
svmLinear,8617.55813837051,GO:0000932,13
