algo,time,class,num_pos
svmRadial,48348.6448168755,GO:0015031,44
svmRadial,60511.4947938919,GO:0031325,216
svmRadial,40588.6395359039,GO:0045176,10
svmRadial,49473.1429958344,GO:1901565,48
svmRadial,60553.4625887871,GO:0009792,278
svmRadial,46748.7775850296,GO:1901046,26
svmRadial,51972.5916099548,GO:1903507,71
svmRadial,34805.5265402794,GO:0048814,10
svmRadial,39524.1508102417,GO:0048489,19
svmRadial,51444.4919586182,GO:0006508,53
