algo,time,class,num_pos
mlp,28435.896935463,GO:0005261,33
mlp,21567.6776266098,GO:0008237,12
mlp,21242.1177911758,GO:0016818,56
mlp,20911.3355064392,GO:0060089,53
mlp,19478.7946391106,GO:0004857,13
mlp,18821.6261935234,GO:0046872,15
mlp,19075.265007019,GO:0097159,198
mlp,18425.8424830437,GO:0019887,12
mlp,18349.9328875542,GO:0017048,12
mlp,18168.766913414,GO:0001664,12
