algo,time,class,num_pos
xgbLinear,33728.1274414062,GO:0015031,44
xgbLinear,7936.53022766113,GO:0031325,216
xgbLinear,8386.76121711731,GO:0045176,10
xgbLinear,9542.31703519821,GO:1901565,48
xgbLinear,8658.63253593445,GO:0009792,278
xgbLinear,8616.67679786682,GO:1901046,26
xgbLinear,13841.6166377068,GO:1903507,71
xgbLinear,9006.51780366898,GO:0048814,10
xgbLinear,8365.75925827026,GO:0048489,19
xgbLinear,8393.880610466,GO:0006508,53
