algo,time,class,num_pos
glmnet,9424.5326089859,GO:0005929,80
glmnet,8157.69842863083,GO:0030424,105
glmnet,8508.01787376404,GO:0043226,995
glmnet,8997.66450643539,GO:0098687,13
glmnet,8790.11163234711,GO:0005829,56
glmnet,8092.12678432465,GO:0098562,14
glmnet,8371.76420688629,GO:0098802,10
glmnet,12879.0852952003,GO:0044422,588
glmnet,8938.7634563446,GO:0043234,201
glmnet,7877.23429441452,GO:0000932,13
