class, time
GO:0015031,26.991
GO:0031325,30.936
GO:0045176,22.867
GO:1901565,22.456
GO:0009792,33.953
GO:1901046,23.484
GO:1903507,25.173
GO:0048814,22.894
GO:0048489,23.32
GO:0006508,24.646
