class, time
GO:0015031,799.673
GO:0031325,1052.177
GO:0045176,673.199
GO:1901565,796.322
GO:0009792,822.792
GO:1901046,746.49
GO:1903507,817.249
GO:0048814,620.835
GO:0048489,614.972
GO:0006508,692.070000000001
