class, time
GO:0015031,26.902
GO:0031325,24.13
GO:0045176,25.173
GO:1901565,26.073
GO:0009792,26.889
GO:1901046,26.026
GO:1903507,26.359
GO:0048814,25.515
GO:0048489,25.909
GO:0006508,26.372
