class, time
GO:0015031,39.41
GO:0031325,66.442
GO:0045176,25.763
GO:1901565,36.001
GO:0009792,76.972
GO:1901046,32.584
GO:1903507,43.244
GO:0048814,26.878
GO:0048489,29.786
GO:0006508,43.212
