algo,time,class,num_pos
LogitBoost,14388.9463925362,GO:0005929,80
LogitBoost,13483.3116769791,GO:0030424,105
LogitBoost,13153.5459494591,GO:0043226,995
LogitBoost,14013.5844397545,GO:0098687,13
LogitBoost,13381.6314601898,GO:0005829,56
LogitBoost,13968.4207868576,GO:0098562,14
LogitBoost,13558.3064103127,GO:0098802,10
LogitBoost,14022.3143458366,GO:0044422,588
LogitBoost,13713.8547348976,GO:0043234,201
LogitBoost,13533.7904167175,GO:0000932,13
