algo,time,class,num_pos
LogitBoost,14684.6874785423,GO:0005261,33
LogitBoost,13426.8213486671,GO:0008237,12
LogitBoost,13617.7399110794,GO:0016818,56
LogitBoost,13517.1672558784,GO:0060089,53
LogitBoost,13862.1855020523,GO:0004857,13
LogitBoost,13391.9358634949,GO:0046872,15
LogitBoost,13734.308962822,GO:0097159,198
LogitBoost,13495.327103138,GO:0019887,12
LogitBoost,13694.1898798943,GO:0017048,12
LogitBoost,13366.300611496,GO:0001664,12
