class, time
GO:0005929,17116.668
GO:0030424,17933.726
GO:0043226,76481.072
GO:0098687,4461.75799999999
GO:0005829,12380.444
GO:0098562,4632.62300000001
GO:0098802,2334.59999999998
GO:0044422,61880.364
GO:0043234,26840.529
GO:0000932,3111.272
