class, time
GO:0005929,234.203
GO:0030424,192.009
GO:0043226,211.702
GO:0098687,218.664
GO:0005829,150.83
GO:0098562,193.947
GO:0098802,262.137
GO:0044422,208.667
GO:0043234,280.033
GO:0000932,230.196
