class, time
GO:0015031,14.233
GO:0031325,10.336
GO:0045176,10.3
GO:1901565,11.594
GO:0009792,14.688
GO:1901046,12.045
GO:1903507,18
GO:0048814,13.238
GO:0048489,12.007
GO:0006508,9.51499999999999
