class, time
GO:0015031,394.668
GO:0031325,874.569
GO:0045176,220.948
GO:1901565,417.84
GO:0009792,1122.007
GO:1901046,304.55
GO:1903507,516.955
GO:0048814,225.84
GO:0048489,267.594
GO:0006508,424.161
