class, time
GO:0015031,1634.179
GO:0031325,2117.701
GO:0045176,1438.69
GO:1901565,1571.129
GO:0009792,1676.366
GO:1901046,1180.167
GO:1903507,1248.807
GO:0048814,1060.115
GO:0048489,1020.297
GO:0006508,1363.369
