class, time
GO:0015031,170.947
GO:0031325,198.761
GO:0045176,147.223
GO:1901565,175.175
GO:0009792,199.427
GO:1901046,169.504
GO:1903507,180.356
GO:0048814,136.791
GO:0048489,157.018
GO:0006508,175.626
