class, time
GO:0015031,53.641
GO:0031325,77.42
GO:0045176,35.634
GO:1901565,52.894
GO:0009792,77.523
GO:1901046,46.071
GO:1903507,58.472
GO:0048814,37.655
GO:0048489,41.664
GO:0006508,51.408
