class, time
GO:0015031,15.056
GO:0031325,15.193
GO:0045176,15.235
GO:1901565,15.054
GO:0009792,15.115
GO:1901046,13.37
GO:1903507,15.216
GO:0048814,15.092
GO:0048489,15.13
GO:0006508,15.194
