class, time
GO:0015031,1681.177
GO:0031325,2102.489
GO:0045176,2333.375
GO:1901565,1652.628
GO:0009792,2408.348
GO:1901046,1890.085
GO:1903507,2032.82
GO:0048814,2353.663
GO:0048489,2189.565
GO:0006508,1986.042
