class, time
GO:0015031,8697.166
GO:0031325,18833.153
GO:0045176,3689.264
GO:1901565,11317.098
GO:0009792,22662.224
GO:1901046,9937.25900000001
GO:1903507,19082.546
GO:0048814,5480.70699999999
GO:0048489,8035.38499999999
GO:0006508,16388.854
