algo,time,class,num_pos
LogitBoost,15103.3011269569,GO:0015031,44
LogitBoost,13423.4585237503,GO:0031325,216
LogitBoost,13258.076479435,GO:0045176,10
LogitBoost,14000.2584433556,GO:1901565,48
LogitBoost,37426.3678717613,GO:0009792,278
LogitBoost,13247.6831030846,GO:1901046,26
LogitBoost,13608.4389424324,GO:1903507,71
LogitBoost,13243.1397271156,GO:0048814,10
LogitBoost,13575.5603694916,GO:0048489,19
LogitBoost,13645.349817276,GO:0006508,53
