class, time
GO:0005929,8493.128
GO:0030424,13335.965
GO:0043226,13528.095
GO:0098687,3963.645
GO:0005829,11957.502
GO:0098562,4629.65300000001
GO:0098802,3540.561
GO:0044422,16643.22
GO:0043234,18763.713
GO:0000932,4116.80399999999
