class, time
GO:0005929,228.845
GO:0030424,248.137
GO:0043226,299.551
GO:0098687,209.001
GO:0005829,229.186
GO:0098562,209.292
GO:0098802,183.91
GO:0044422,300.628
GO:0043234,253.141
GO:0000932,184.865
