class, time
GO:0005929,2200.526
GO:0030424,2041.948
GO:0043226,2502.364
GO:0098687,1589.111
GO:0005829,1859.232
GO:0098562,1601.511
GO:0098802,1630.5
GO:0044422,2384.86
GO:0043234,1902.327
GO:0000932,1369.097
