class, time
GO:0005929,908.241
GO:0030424,905.598
GO:0043226,916.228
GO:0098687,912.359
GO:0005829,906.108
GO:0098562,904.11
GO:0098802,881.058
GO:0044422,837.281000000001
GO:0043234,842.32
GO:0000932,840.664999999999
